episode,mission,x_position,y_position,direction,type,flags
2,3,416,1936,270,2,7
2,3,544,1936,270,3,7
2,3,480,1968,270,4,7
2,3,480,1904,270,1,7
2,3,144,1520,0,2048,7
2,3,272,1680,0,2008,7
2,3,-176,1104,0,2035,7
2,3,-368,816,0,2035,7
2,3,-256,896,0,2035,7
2,3,-288,992,0,2035,7
2,3,-160,800,0,2035,7
2,3,-1008,-400,0,2014,7
2,3,-1104,224,0,2004,7
2,3,1424,736,0,2025,7
2,3,368,528,0,2010,7
2,3,464,432,0,2012,7
2,3,304,432,0,2015,7
2,3,400,496,0,2014,7
2,3,288,288,0,2007,7
2,3,480,352,0,2049,7
2,3,416,224,0,2008,7
2,3,736,-96,90,3001,6
2,3,736,48,135,3001,7
2,3,672,-32,90,3002,7
2,3,-944,368,0,2012,7
2,3,-896,464,0,2007,7
2,3,-864,400,0,3002,7
2,3,1200,-112,90,9,6
2,3,1280,-192,90,3004,6
2,3,1200,16,90,3004,6
2,3,1280,112,90,3002,7
2,3,1584,32,0,3001,14
2,3,1296,480,0,3001,15
2,3,1696,512,0,3001,15
2,3,1440,544,0,3001,14
2,3,1648,160,0,3001,15
2,3,1504,416,0,3001,14
2,3,864,-224,0,8,7
2,3,-976,480,0,2035,7
2,3,-896,352,0,2035,7
2,3,224,-352,0,2019,7
2,3,-1040,272,0,2014,7
2,3,-1120,128,0,2047,7
2,3,704,1664,270,3002,7
2,3,656,1600,90,3001,6
2,3,720,1552,270,3002,7
2,3,704,1728,0,2007,7
2,3,656,1712,0,2012,7
2,3,480,1616,90,3001,4
2,3,1952,-336,180,3001,7
2,3,2032,-288,180,3001,6
2,3,2096,-208,180,3001,6
2,3,1888,-160,180,3002,6
2,3,2128,-336,180,3002,7
2,3,1888,-320,0,2047,3
2,3,2128,-272,0,2007,7
2,3,2144,-176,0,2008,7
2,3,96,1376,0,2018,7
2,3,1888,-96,0,2015,7
2,3,2000,-192,0,2015,7
2,3,1968,-272,0,2014,7
2,3,2064,-352,0,2014,7
2,3,-208,1680,315,3001,15
2,3,-400,1376,45,3001,15
2,3,208,1872,270,3001,14
2,3,-80,1296,135,3005,4
2,3,-224,1344,0,2011,7
2,3,2208,-416,0,2024,7
2,3,288,1952,0,2046,7
2,3,-1024,640,0,2008,3
2,3,-912,672,0,2047,3
2,3,-384,896,270,3004,6
2,3,-160,992,270,3004,6
2,3,-464,1104,270,3004,6
2,3,-320,1088,270,3002,7
2,3,-448,928,270,3002,7
2,3,-608,864,0,3001,15
2,3,-832,1216,45,3001,14
2,3,-976,1232,45,3001,15
2,3,-560,1248,135,3001,15
2,3,-928,1376,0,3001,14
2,3,-256,1856,225,3005,6
2,3,-368,1760,180,3001,14
2,3,-416,1936,270,3001,15
2,3,-736,1056,0,2011,7
2,3,-144,1808,0,2049,7
2,3,1984,768,0,2015,7
2,3,2128,1008,0,2013,7
2,3,544,-128,135,3004,7
2,3,480,-448,135,3001,7
2,3,-992,672,0,5,7
2,3,-1008,304,0,2014,7
2,3,-976,-304,0,2014,7
2,3,-944,80,270,3002,15
2,3,2128,816,0,2047,7
2,3,208,1232,0,3001,2
2,3,800,1248,180,3001,2
2,3,-32,1248,135,3001,14
2,3,-192,1872,225,3001,10
2,3,-368,1056,270,3003,4
2,3,-1104,592,315,3002,6
2,3,-1200,48,270,3006,4
2,3,-1200,-16,270,3006,4
2,3,544,-208,135,3006,4
2,3,560,-288,135,3006,4
2,3,496,-352,135,3006,4
2,3,1280,384,180,3006,4
2,3,1344,320,180,3006,4
2,3,1280,256,180,3006,4
2,3,224,800,0,2011,7
2,3,480,800,0,2024,7
2,3,720,800,0,2011,7
2,3,32,-144,0,2011,3
2,3,32,-224,0,2001,7
2,3,1552,288,0,3006,4
2,3,1568,608,270,3006,12
2,3,992,544,0,3006,4
2,3,1824,224,90,3006,4
2,3,1824,96,270,3006,4
2,3,1952,272,270,3006,4
2,3,1984,704,0,2014,7
2,3,2048,768,0,2014,7
2,3,1984,832,0,2014,7
2,3,1920,768,0,2014,7
2,3,720,1376,0,3005,12
2,3,1296,736,180,3002,12
2,3,1008,320,90,3004,6
2,3,976,256,90,3004,6
2,3,1024,128,90,3004,6
2,3,560,-368,135,3004,6
2,3,1216,-304,90,3004,6
2,3,1296,-16,90,3004,6
2,3,-192,896,270,3004,6
2,3,-256,1088,270,3004,6
2,3,1344,400,0,2008,7
2,3,1040,464,0,2011,7
2,3,1440,208,0,2011,7
2,3,1632,400,0,2008,7
2,3,1696,96,0,2008,7
2,3,1568,208,0,2007,7
2,3,1184,544,0,2010,2
2,3,-512,1536,0,2012,7
2,3,-288,1952,0,2049,7
2,3,-544,992,0,2011,3
2,3,-96,992,0,2008,3
2,3,-544,736,0,2011,3
2,3,-96,736,0,2011,3
2,3,496,1536,90,3001,4
2,3,128,768,90,3001,1
2,3,832,768,90,3001,1
2,3,-32,864,180,3001,15
2,3,-304,816,0,2035,7
2,3,-224,816,0,2035,7
2,3,-256,1040,0,2035,7
2,3,16,1808,315,3004,7
2,3,-720,1296,45,3004,14
2,3,-640,1664,315,3004,14
2,3,-144,1264,135,3002,6
2,3,-336,1872,225,3002,6
2,3,-784,1328,45,3002,4
2,3,-80,1664,0,3002,6
2,3,672,32,135,3002,4
2,3,1024,-384,90,3004,15
2,3,-528,176,225,60,7
2,3,832,960,90,12,7
2,3,528,1456,90,24,7
2,3,192,1792,90,24,7
2,3,-384,1472,90,24,7
2,3,-464,1792,90,24,7
2,3,-640,1344,90,24,7
2,3,256,1152,90,15,7
2,3,-288,1408,90,15,7
2,3,832,1664,90,12,7
2,3,768,320,90,12,7
2,3,1200,320,90,12,7
2,3,-464,768,90,12,7
2,3,-144,896,90,10,7
2,3,-960,-368,90,10,7
2,3,288,352,90,34,7
2,3,352,352,90,34,7
2,3,416,352,90,34,7
2,3,352,288,90,34,7
2,3,416,288,90,34,7
2,3,480,288,90,34,7
2,3,480,224,90,34,7
2,3,352,224,90,34,7
2,3,288,224,90,34,7
2,3,384,560,90,35,7
2,3,288,32,90,35,7
2,3,1696,608,90,2015,7
2,3,1312,544,90,2015,7
2,3,1760,288,90,2014,7
2,3,1440,96,90,2014,7
2,3,1696,-96,90,31,7
2,3,2208,-112,90,31,7
2,3,1696,-416,90,31,7
2,3,-416,544,90,31,7
2,3,-224,544,90,31,7
2,3,-224,352,90,31,7
2,3,64,1248,90,32,7
2,3,896,1248,90,32,7
2,3,896,672,90,32,7
2,3,64,672,90,32,7
2,3,960,1728,90,31,7
2,3,960,1536,90,31,7
2,3,608,800,90,2008,6
2,3,352,800,90,2008,6
2,3,864,96,90,2007,7
2,3,416,-416,90,2008,7
2,3,352,96,0,2014,7
2,3,416,96,0,2014,7
2,3,416,32,0,2014,7
2,3,352,32,0,2014,7
2,3,672,544,0,2015,7
2,3,1056,352,0,2015,7
2,3,992,160,0,2015,7
2,3,160,544,0,2015,7
2,3,480,1856,270,11,23
2,3,32,544,270,11,23
2,3,-704,-128,270,11,23
2,3,864,-288,270,11,23
2,3,16,1712,135,2023,6
2,3,288,1824,0,2025,7
2,3,-864,1056,0,2002,7
2,3,2048,704,135,58,14
2,3,1120,1632,180,58,14
2,3,640,992,90,3005,4
2,3,320,992,90,3005,6
2,3,480,992,90,3005,7
