episode,mission,x_position,y_position,direction,type,flags
1,5,-224,-624,90,1,7
1,5,-160,-656,90,2,7
1,5,-224,-672,90,3,7
1,5,-288,-656,90,4,7
1,5,192,1040,0,5,7
1,5,128,1152,0,2014,7
1,5,256,1152,0,2014,7
1,5,128,992,0,2014,7
1,5,256,992,0,2015,7
1,5,912,368,0,2014,7
1,5,688,800,0,6,7
1,5,1296,96,0,2019,7
1,5,1136,48,0,2015,7
1,5,1200,96,0,2015,7
1,5,1232,160,0,2015,7
1,5,1024,0,0,2012,7
1,5,416,288,0,2015,7
1,5,352,288,0,2014,7
1,5,288,288,0,2015,7
1,5,416,688,0,2012,7
1,5,-1808,832,0,2012,7
1,5,-1392,960,0,3001,6
1,5,-1392,704,0,3001,6
1,5,112,1456,0,2015,7
1,5,112,1392,0,2015,7
1,5,-416,1472,0,2045,7
1,5,672,720,0,35,7
1,5,672,880,0,35,7
1,5,-1408,992,0,3004,7
1,5,-1408,672,0,3004,7
1,5,-1376,992,0,9,4
1,5,-1376,672,0,9,4
1,5,-992,1264,270,3001,7
1,5,-992,400,90,3001,7
1,5,-1696,768,270,3004,15
1,5,-1696,896,90,3004,15
1,5,-1760,928,90,3004,14
1,5,-1760,736,270,3004,14
1,5,-1632,736,270,9,12
1,5,-1632,928,90,9,12
1,5,-1888,832,270,2025,15
1,5,-352,1440,0,2008,7
1,5,-304,1472,0,2007,7
1,5,336,704,225,3004,7
1,5,160,704,270,3004,6
1,5,416,512,0,3001,14
1,5,96,608,180,3001,4
1,5,256,608,270,3001,4
1,5,-64,368,180,3001,6
1,5,576,832,180,3002,14
1,5,576,896,180,9,14
1,5,576,768,180,3004,14
1,5,528,800,180,9,12
1,5,528,864,180,9,12
1,5,384,832,180,3004,15
1,5,528,1184,270,3002,15
1,5,384,992,0,9,12
1,5,432,1184,270,3004,14
1,5,624,1184,270,3004,14
1,5,688,752,180,2007,15
1,5,1296,48,180,2003,15
1,5,1296,144,180,2046,15
1,5,512,-32,0,2008,7
1,5,512,16,0,2008,7
1,5,512,-80,0,2008,7
1,5,896,176,180,58,12
1,5,896,320,180,9,6
1,5,-512,704,270,3004,14
1,5,-512,960,270,3004,14
1,5,0,1248,270,3004,14
1,5,-320,1248,270,3004,14
1,5,-160,1248,270,3004,15
1,5,-512,832,270,3004,15
1,5,-480,416,0,3004,15
1,5,-272,416,0,9,14
1,5,288,352,0,2001,7
1,5,368,352,0,2049,7
1,5,-64,1248,0,2008,7
1,5,1072,832,270,9,12
1,5,1024,896,270,3001,14
1,5,944,896,270,9,14
1,5,864,416,270,2008,15
1,5,912,416,270,2008,15
1,5,864,288,180,2001,1
1,5,576,704,0,2035,7
1,5,288,416,0,2035,7
1,5,352,416,0,2035,7
1,5,-416,768,0,2035,7
1,5,-128,256,0,2035,7
1,5,-1184,800,0,2035,7
1,5,-1616,864,0,2035,7
1,5,416,1040,0,2035,7
1,5,288,960,0,2035,7
1,5,-64,1696,0,2035,7
1,5,-320,1856,0,2035,7
1,5,-192,2048,0,2035,7
1,5,384,2112,0,2035,7
1,5,64,2144,0,2035,7
1,5,256,1696,0,2035,7
1,5,-400,2144,0,2035,7
1,5,-528,1904,0,2035,7
1,5,-96,1200,0,2035,7
1,5,112,1040,180,3001,12
1,5,112,1088,180,3001,14
1,5,192,960,90,3004,15
1,5,128,960,90,3004,15
1,5,304,992,90,3004,14
1,5,256,1056,90,9,12
1,5,160,1088,90,9,12
1,5,112,1296,270,58,12
1,5,448,1392,0,3001,14
1,5,704,1360,0,3001,15
1,5,1600,1408,270,3001,14
1,5,1088,1456,0,3001,12
1,5,1616,1152,270,3001,12
1,5,1568,1216,270,9,14
1,5,1344,1408,0,9,12
1,5,1408,1152,180,3002,15
1,5,1344,1280,180,3002,14
1,5,1280,1088,180,2035,15
1,5,1008,1200,180,2035,15
1,5,1344,1088,180,3002,12
1,5,1088,1152,180,9,12
1,5,1136,992,135,9,14
1,5,1184,1216,180,3004,15
1,5,1600,832,180,2008,15
1,5,-1024,832,0,3001,14
1,5,-832,832,0,3002,12
1,5,-960,864,0,3004,14
1,5,-960,800,0,3004,14
1,5,-768,800,0,3002,12
1,5,-1536,448,0,3002,4
1,5,-1536,1216,0,3002,4
1,5,-224,1248,270,9,12
1,5,-272,1200,270,9,12
1,5,-464,1088,270,9,12
1,5,-448,896,270,9,12
1,5,-544,640,270,9,12
1,5,-320,384,0,9,12
1,5,384,1248,270,2011,15
1,5,688,848,270,2012,15
1,5,96,736,270,2012,15
1,5,-256,800,270,2011,15
1,5,-32,1472,270,2011,7
1,5,32,1472,270,2011,7
1,5,128,1232,270,2011,7
1,5,-1280,1216,270,2011,7
1,5,1040,1328,270,2011,7
1,5,960,1376,270,2011,7
1,5,-448,1792,0,3004,7
1,5,384,2048,270,3004,7
1,5,-64,2336,270,3004,7
1,5,192,1888,0,9,6
1,5,-48,1920,270,9,6
1,5,448,1728,180,9,6
1,5,-192,1984,225,9,6
1,5,0,2272,270,9,4
1,5,-384,2096,270,9,4
1,5,192,2160,270,9,4
1,5,48,1920,270,9,4
1,5,0,2032,270,2012,23
1,5,-64,256,270,58,4
1,5,-1184,864,180,2008,7
1,5,0,1440,180,2008,7
1,5,320,1856,180,2008,7
1,5,-992,1296,270,2011,7
1,5,-992,368,270,2011,7
1,5,-1888,752,0,2005,7
1,5,-176,1840,0,2003,23
1,5,-1856,448,0,2013,7
1,5,1520,592,0,2015,7
1,5,1696,576,90,2048,7
1,5,1616,592,0,2015,7
1,5,1696,624,90,2002,7
1,5,1696,672,0,8,7
1,5,1568,592,270,2011,7
1,5,1536,672,270,2026,7
1,5,-352,2336,0,3002,12
1,5,-256,2464,270,3002,12
1,5,-352,2464,270,3002,12
1,5,864,368,270,58,6
1,5,-240,1472,270,2012,7
1,5,-320,1728,270,2012,23
1,5,-32,1984,270,2012,23
1,5,32,1984,270,2012,23
1,5,320,1728,270,2012,7
1,5,160,1920,270,2012,23
1,5,480,2048,270,2012,23
1,5,112,2208,270,2012,23
1,5,-256,2224,270,2012,23
1,5,-512,1984,270,2012,7
1,5,496,1888,270,2012,23
1,5,-1792,1280,270,2012,23
1,5,-1856,1152,270,2012,23
1,5,-1856,1024,270,2012,23
1,5,-1792,320,270,2012,23
1,5,-1792,448,270,2012,23
1,5,-1824,688,270,2012,23
1,5,-1984,768,270,2012,23
1,5,-1856,896,270,2012,23
1,5,1024,-64,270,2012,4
1,5,1600,688,270,2012,7
1,5,256,928,270,2012,7
1,5,224,1872,270,2010,7
1,5,-160,2224,270,2010,7
1,5,-352,1504,270,2010,7
1,5,-1248,1104,0,2019,7
1,5,-1248,560,0,2048,7
1,5,-288,32,90,2001,1
1,5,-240,32,90,2008,1
1,5,192,16,0,2035,7
1,5,80,176,0,2035,7
1,5,112,-48,0,2015,7
1,5,80,-48,0,2015,7
1,5,48,-48,0,2015,7
1,5,16,-48,0,2015,7
1,5,-800,1200,90,11,23
1,5,1600,640,0,11,23
1,5,192,1152,270,11,23
1,5,-160,1600,90,11,23
1,5,-128,1296,270,11,23
1,5,768,832,180,11,23
1,5,960,0,0,11,23
1,5,224,720,270,11,23
1,5,-224,-160,90,2011,7
1,5,-288,-160,90,2011,23
1,5,-352,-160,90,2011,23
1,5,-160,-160,90,2011,23
1,5,256,64,180,3001,6
1,5,384,160,180,3001,6
1,5,-96,-32,180,9,14
1,5,-64,-608,180,2008,15
1,5,-336,-656,180,2008,15
1,5,-1312,336,90,3001,7
1,5,-1264,336,90,3001,7
1,5,-1264,1328,270,3001,7
1,5,-1312,1328,270,3001,7
1,5,-1344,1376,270,9,6
1,5,-1296,1376,270,9,6
1,5,-1248,1376,270,9,6
1,5,-1360,1440,270,58,6
1,5,-1360,1328,270,9,6
1,5,-1248,288,270,9,6
1,5,-1296,288,270,9,6
1,5,-1344,288,270,9,6
1,5,-1360,224,270,58,6
1,5,-1360,336,270,9,6
1,5,-1296,1440,270,58,4
1,5,-1296,224,90,58,4
1,5,-1760,576,0,2035,7
1,5,-1760,1088,0,2035,7
1,5,848,896,270,9,14
1,5,992,992,90,9,14
1,5,1040,992,90,9,14
1,5,1088,1328,270,9,14
1,5,1648,1088,270,9,14
1,5,1216,1392,0,3001,14
1,5,1152,1520,0,3001,14
1,5,816,1408,0,3001,14
1,5,576,1328,0,3001,14
1,5,608,1440,0,3001,14
1,5,672,1264,270,3001,14
1,5,592,1264,270,3001,14
1,5,736,1232,225,3001,14
1,5,288,1104,90,58,14
1,5,0,1376,90,58,14
1,5,-96,2208,270,58,14
1,5,288,2128,270,58,14
1,5,448,2016,270,58,14
1,5,-320,2000,270,58,14
1,5,288,704,270,2008,7
1,5,224,672,270,2008,7
1,5,368,640,270,2008,7
1,5,-1264,256,0,2011,7
1,5,-1264,1408,0,2011,7
1,5,-1216,496,0,2035,7
1,5,-1152,1248,0,2035,7
1,5,-1456,1168,0,2035,7
1,5,-1536,512,0,2035,7
1,5,-416,-160,0,2018,7
1,5,96,928,0,2018,7
1,5,160,-32,90,14,7
1,5,-960,1504,0,2024,7
1,5,-640,1504,0,2046,23
1,5,-800,1392,0,2012,7
1,5,-800,1616,0,2012,7
1,5,-704,1584,0,2014,7
1,5,-704,1424,0,2014,7
1,5,-704,1504,0,2014,7
1,5,-896,1424,0,2014,7
1,5,-896,1504,0,2014,7
1,5,-896,1584,0,2014,7
1,5,-912,1280,90,2049,7
