episode,mission,x_position,y_position,direction,type,flags
1,1,1056,-3616,90,1,7
1,1,1008,-3600,90,2,7
1,1,1104,-3600,90,3,7
1,1,960,-3600,90,4,7
1,1,288,-3104,90,48,7
1,1,288,-3360,90,48,7
1,1,528,-3312,90,2028,7
1,1,528,-3152,90,2028,7
1,1,3440,-3472,135,3001,15
1,1,3360,-3504,135,3001,12
1,1,2912,-2816,90,3004,15
1,1,3056,-3584,90,3004,14
1,1,3136,-3408,90,3004,12
1,1,1824,-3280,180,2019,7
1,1,2736,-4256,0,3004,12
1,1,3280,-4256,180,3004,12
1,1,3008,-4416,90,3001,15
1,1,3280,-4304,180,3004,12
1,1,2736,-4304,0,3004,12
1,1,2880,-4416,0,2012,15
1,1,2736,-4160,0,2007,15
1,1,3280,-4160,0,2007,15
1,1,2784,-2944,90,2008,23
1,1,144,-3136,90,2014,7
1,1,144,-3328,90,2014,7
1,1,96,-3392,90,2014,7
1,1,96,-3072,90,2014,7
1,1,432,-3040,90,2015,7
1,1,432,-3424,90,2015,7
1,1,32,-3232,90,2015,7
1,1,-32,-3232,90,2015,7
1,1,1312,-3520,90,2014,7
1,1,736,-3520,90,2014,7
1,1,752,-2992,90,2015,7
1,1,976,-2912,90,2015,7
1,1,1312,-3264,90,2035,7
1,1,1152,-2912,90,2035,7
1,1,864,-3328,90,2035,7
1,1,2672,-2752,90,2014,7
1,1,2752,-2640,90,2014,7
1,1,3232,-3040,90,2028,7
1,1,2800,-3040,90,2028,7
1,1,2848,-3584,90,2008,7
1,1,3008,-3968,90,2008,7
1,1,2912,-4176,180,2028,15
1,1,3104,-4176,180,2028,15
1,1,2720,-4352,180,2028,15
1,1,3296,-4352,180,2028,15
1,1,2944,-4320,180,2035,15
1,1,3184,-4224,180,2035,15
1,1,2832,-4240,180,2035,15
1,1,3184,-4176,180,2014,15
1,1,2832,-4176,180,2014,15
1,1,2736,-4192,180,2014,15
1,1,3280,-4192,180,2014,12
1,1,3280,-4448,180,2014,15
1,1,2736,-4448,180,2015,15
1,1,3072,-4832,180,2015,7
1,1,2944,-4832,180,2015,7
1,1,3072,-4704,180,2015,7
1,1,2944,-4704,180,2015,7
1,1,3088,-4528,180,35,7
1,1,2928,-4528,180,35,7
1,1,3008,-4816,90,3001,12
1,1,3072,-4768,90,2011,15
1,1,2304,-4032,90,2012,15
1,1,2176,-4000,90,2049,15
1,1,2432,-4000,90,2048,15
1,1,-224,-3232,90,2018,7
1,1,-288,-3232,0,11,7
1,1,1056,-3552,90,11,7
1,1,1792,-2944,270,11,7
1,1,3408,-3504,135,11,7
1,1,2784,-4160,270,11,7
1,1,1712,-3264,270,2003,23
1,1,1936,-3264,270,2046,23
1,1,1920,-3712,270,2046,23
1,1,2304,-3712,270,2046,23
1,1,3232,-4160,270,2002,23
1,1,3232,-4192,270,2048,23
1,1,2784,-4192,270,2048,23
1,1,2560,-3904,270,2048,23
1,1,3360,-3536,270,2048,23
1,1,3008,-4768,270,2048,23
1,1,1408,-3584,270,2049,23
1,1,1408,-3456,270,2049,23
1,1,1408,-3328,270,2049,23
1,1,2272,-2432,180,3004,15
1,1,2272,-2352,180,3004,14
1,1,2272,-2512,180,9,12
1,1,2464,-2432,180,9,12
1,1,2224,-2320,180,2015,7
1,1,2224,-2544,180,2015,7
1,1,2288,-2544,180,2015,7
1,1,2288,-2320,180,2015,7
1,1,1712,-2144,180,2015,7
1,1,2240,-2256,180,2015,7
1,1,3264,-3856,270,2049,7
1,1,3264,-3936,270,2001,7
1,1,3232,-3808,270,2012,7
1,1,3216,-3888,0,9,12
1,1,-160,-3232,0,9,12
1,1,240,-3376,135,9,12
1,1,240,-3088,225,9,12
1,1,1696,-2688,90,9,12
1,1,1920,-2176,270,9,12
1,1,2976,-3264,90,9,12
1,1,3008,-3520,90,9,12
1,1,3008,-3072,90,9,12
1,1,2816,-2688,0,9,12
1,1,2496,-3968,0,9,12
1,1,2256,-4064,0,9,4
1,1,3072,-4256,90,9,12
1,1,-192,-3296,0,9,12
1,1,1024,-3264,270,10,7
1,1,1088,-2944,270,15,7
1,1,448,-3328,270,24,7
1,1,-96,-3296,270,10,7
1,1,1504,-2496,270,15,7
1,1,2240,-2480,270,15,7
1,1,2112,-2688,270,24,7
1,1,1792,-2144,270,24,7
1,1,2368,-2336,270,24,7
1,1,2800,-2992,270,15,7
1,1,3072,-3488,270,12,7
1,1,2944,-4256,270,12,7
1,1,2976,-3840,270,24,7
1,1,3264,-4512,270,24,7
1,1,2272,-4000,270,24,7
1,1,3648,-3648,0,2049,7
1,1,3616,-3392,0,2015,7
1,1,3712,-3264,0,2015,7
1,1,3472,-2960,0,2015,7
1,1,3376,-3024,0,2015,7
1,1,3568,-2992,0,2015,7
1,1,3616,-3088,0,2015,7
1,1,3664,-3168,0,2015,7
1,1,3648,-3840,0,2015,7
1,1,256,-3424,0,2023,19
1,1,800,-2960,90,2035,23
1,1,768,-3008,90,2035,23
1,1,720,-3040,90,2035,23
1,1,736,-2976,90,2001,23
