episode,mission,x_position,y_position,direction,type,flags
3,9,416,-1568,90,1,7
3,9,304,-1616,90,2,7
3,9,320,-1552,90,3,7
3,9,384,-1648,90,4,7
3,9,-400,-1264,315,3001,4
3,9,288,-816,270,3001,7
3,9,976,-1200,225,3001,6
3,9,352,-368,270,3005,6
3,9,288,-176,270,3005,4
3,9,272,-528,0,2048,7
3,9,368,-528,0,2048,7
3,9,496,464,315,3001,7
3,9,560,592,315,3001,7
3,9,688,656,315,3001,6
3,9,816,656,315,3001,7
3,9,432,784,315,3005,4
3,9,544,928,0,3002,4
3,9,192,64,0,2012,7
3,9,768,192,0,2012,7
3,9,1056,512,0,2008,7
3,9,-432,208,0,2001,7
3,9,-640,608,0,2049,7
3,9,-112,1040,315,3002,4
3,9,-528,1056,0,3002,6
3,9,112,928,0,3002,7
3,9,1056,832,270,3002,6
3,9,-624,1920,315,3001,7
3,9,-672,1792,315,3001,6
3,9,-624,1856,315,3001,7
3,9,-672,1856,270,3001,6
3,9,-720,1856,270,3001,7
3,9,-672,1920,315,3001,4
3,9,-720,1920,315,3001,4
3,9,-672,1968,315,3001,4
3,9,-576,2096,0,2007,7
3,9,-768,2288,0,2011,7
3,9,-576,2288,0,2011,7
3,9,-864,1536,0,2014,7
3,9,-480,1536,0,2014,7
3,9,-784,1568,0,2015,7
3,9,-560,1568,0,2015,7
3,9,-688,1616,0,2015,7
3,9,-656,1616,0,2015,7
3,9,320,-576,0,2012,1
3,9,-672,2288,0,2012,3
3,9,-672,2096,0,2012,1
3,9,-816,1872,0,2003,3
3,9,-800,1872,0,2008,7
3,9,-816,1904,0,2011,7
3,9,480,-112,0,2012,7
3,9,-640,832,270,3001,12
3,9,-96,-1296,0,43,7
3,9,-64,-1072,0,43,7
3,9,400,-1024,0,43,7
3,9,672,-768,0,43,7
3,9,992,-864,0,43,7
3,9,-224,-656,0,43,7
3,9,-464,-928,0,43,7
3,9,560,-1488,0,43,7
3,9,192,-1824,0,43,7
3,9,560,-624,0,54,7
3,9,176,-1488,0,54,7
3,9,448,-512,0,27,7
3,9,192,-512,0,27,7
3,9,-32,192,0,33,7
3,9,-32,64,0,33,7
3,9,896,320,0,12,7
3,9,368,512,0,24,7
3,9,688,752,0,24,7
3,9,320,-240,0,24,7
3,9,-640,768,0,29,7
3,9,-816,1360,0,32,7
3,9,-752,1328,0,33,7
3,9,-672,1296,0,33,7
3,9,-592,1328,0,33,7
3,9,-528,1360,0,32,7
3,9,-672,1440,0,37,7
3,9,-544,2192,0,24,7
3,9,-720,1888,0,24,7
3,9,752,560,0,54,7
3,9,-512,-512,0,62,0
3,9,96,448,270,10,7
3,9,384,-1792,90,62,0
3,9,576,0,225,62,7
