episode,mission,x_position,y_position,direction,type,flags
3,7,368,-1392,90,1,7
3,7,448,-1392,90,2,7
3,7,368,-1456,90,3,7
3,7,464,-1456,90,4,7
3,7,560,48,270,3002,6
3,7,272,-16,225,3002,7
3,7,480,800,270,3002,15
3,7,416,800,270,3002,14
3,7,352,800,270,3002,14
3,7,-896,-1024,135,3002,7
3,7,-576,-704,135,3002,7
3,7,-784,-1008,135,3002,6
3,7,-592,-816,135,3002,6
3,7,-656,-944,135,3006,7
3,7,-832,-896,315,3002,6
3,7,-704,-768,315,3002,6
3,7,-640,-1088,0,2015,7
3,7,-576,-1024,0,2015,7
3,7,-512,-976,0,2015,7
3,7,1440,2080,270,3005,7
3,7,-752,-848,0,2015,7
3,7,752,912,0,2025,1
3,7,160,-1632,0,40,7
3,7,-1568,-992,90,14,7
3,7,-480,928,90,14,7
3,7,-96,1632,90,14,7
3,7,736,1312,90,14,7
3,7,800,-1376,90,14,7
3,7,416,-32,90,14,7
3,7,480,96,0,2049,1
3,7,848,1008,0,2025,7
3,7,784,848,0,2012,7
3,7,864,928,0,2012,7
3,7,864,848,0,2012,7
3,7,496,-144,0,2012,7
3,7,208,-48,0,2012,7
3,7,400,-176,0,2012,7
3,7,560,-80,0,2012,7
3,7,304,80,0,2012,7
3,7,-1120,736,90,14,7
3,7,-1376,672,90,14,7
3,7,-928,672,90,14,7
3,7,-1568,1312,45,14,7
3,7,-480,1184,135,14,7
3,7,-544,2016,225,14,7
3,7,-1216,-448,225,3005,7
3,7,-1216,-384,315,3005,6
3,7,-1152,-384,225,3005,7
3,7,-1152,-448,135,3005,6
3,7,-1184,-416,0,2013,7
3,7,-1280,-448,0,2046,3
3,7,-1120,-320,0,2003,7
3,7,640,1728,0,2025,7
3,7,768,1888,0,2025,7
3,7,1344,2048,0,2025,7
3,7,1536,1856,0,2025,7
3,7,-400,1712,0,2025,7
3,7,-464,1776,0,38,7
3,7,384,-1632,90,3005,6
3,7,448,-1632,90,3005,6
3,7,416,-1648,0,8,7
3,7,-416,-1120,0,14,7
3,7,-768,1984,0,2008,0
3,7,-704,1920,0,2047,7
3,7,-640,1856,0,2047,7
3,7,-640,1920,0,2004,7
3,7,-704,1984,0,2010,7
3,7,-576,1856,0,2018,3
3,7,-832,1920,0,2014,7
3,7,-576,1536,0,39,7
3,7,-720,-944,135,3006,4
3,7,-656,-880,135,3006,4
3,7,1808,-1360,135,3003,14
3,7,1840,-1264,135,3006,9
3,7,1744,-1424,135,3006,9
3,7,1872,-1168,135,3006,9
3,7,1888,1248,90,9,15
3,7,704,1856,315,9,15
3,7,-400,1776,45,9,15
3,7,96,-1568,0,2008,7
3,7,-544,-1248,0,2008,7
3,7,-544,-1376,90,2007,7
3,7,-608,-1312,0,2011,7
3,7,-544,-1312,0,2018,3
3,7,-1536,-384,0,2011,7
3,7,-336,-1056,0,3002,7
3,7,-336,-1184,0,3002,7
3,7,1408,576,0,2049,1
3,7,1472,576,0,2048,7
3,7,1472,640,0,2012,7
3,7,1408,640,0,2012,7
3,7,1216,640,90,3005,7
3,7,1664,640,90,3005,6
3,7,832,896,135,3002,12
3,7,-496,1440,270,9,7
3,7,-560,1488,135,3004,6
3,7,-496,1504,135,3004,6
3,7,-1168,1120,270,3006,4
3,7,-1072,1120,270,3006,4
3,7,-1072,1184,270,3006,7
3,7,-1424,528,315,3002,14
3,7,-1296,528,315,3002,12
3,7,-1424,400,315,3002,12
3,7,288,-992,0,9,7
3,7,544,-992,180,9,6
3,7,368,-1168,270,9,4
3,7,464,-1168,270,9,4
3,7,288,-928,0,2008,3
3,7,544,-928,0,2008,1
3,7,544,-1120,0,2008,3
3,7,-624,-752,0,2015,7
3,7,-848,-944,0,2015,7
3,7,-720,-880,0,2019,7
3,7,1824,288,0,2049,7
3,7,-1376,480,0,2049,7
3,7,-656,-816,0,2010,7
3,7,688,-1200,0,2007,3
3,7,880,-1200,0,2008,3
3,7,864,800,0,2007,7
3,7,-1120,1120,270,3006,4
3,7,-1168,1184,270,3006,7
3,7,-1120,1184,270,3006,6
3,7,-544,1440,270,9,4
3,7,160,-1184,0,2047,0
3,7,1536,2048,0,2025,7
3,7,1328,1856,0,2025,7
3,7,752,1744,0,2025,7
3,7,640,1856,0,2025,7
3,7,1872,1392,0,2006,7
3,7,1568,32,180,62,7
3,7,-1184,-992,90,62,7
3,7,400,-1360,90,61,7
3,7,-512,-16,0,62,7
3,7,-1120,864,0,2049,7
3,7,-560,496,0,2012,3
3,7,1440,1952,0,2011,3
3,7,704,1792,0,2011,3
3,7,416,-1440,90,11,7
3,7,-224,-1504,90,11,7
3,7,1728,-192,90,11,7
3,7,-1600,-384,90,11,7
3,7,-1584,1184,0,2012,7
3,7,-1584,1136,0,2012,7
3,7,-1088,1632,0,2047,7
3,7,-1200,976,0,2047,7
3,7,-1040,976,0,2047,7
3,7,-1472,1312,0,2047,7
3,7,-528,1552,0,2047,7
3,7,-464,1712,0,2047,7
3,7,704,-1488,0,2047,7
3,7,1920,-1344,0,2047,7
3,7,1856,-1472,0,2047,7
3,7,1920,1936,0,2046,7
3,7,288,-1440,0,2001,23
