episode,mission,x_position,y_position,direction,type,flags
1,2,-32,-240,90,1,7
1,2,-80,-176,90,2,7
1,2,64,-176,90,3,7
1,2,32,-240,90,4,7
1,2,-2080,912,0,2005,7
1,2,-176,496,0,2001,7
1,2,-128,512,0,2049,1
1,2,-288,688,0,3004,15
1,2,-624,32,90,3004,15
1,2,608,560,180,3004,10
1,2,592,32,135,3004,12
1,2,-48,608,270,3004,4
1,2,48,608,270,3004,4
1,2,-400,624,315,3004,15
1,2,464,656,225,3004,15
1,2,368,272,315,3004,6
1,2,-544,256,315,3004,4
1,2,-608,672,315,3004,14
1,2,-608,528,270,3004,4
1,2,144,272,0,2015,7
1,2,240,432,0,2018,7
1,2,240,336,0,2012,7
1,2,1920,352,0,2013,7
1,2,1616,496,0,2014,7
1,2,1616,16,0,2015,7
1,2,944,-304,0,2002,7
1,2,1520,-304,0,2015,7
1,2,928,1008,0,2015,7
1,2,1712,352,180,3004,15
1,2,1296,304,0,3004,14
1,2,1296,400,0,3004,12
1,2,1504,352,180,3001,4
1,2,1200,304,0,2007,7
1,2,1520,-208,0,2007,7
1,2,1200,400,0,2015,7
1,2,1744,288,0,2015,7
1,2,1744,416,0,2014,7
1,2,912,720,180,3004,15
1,2,-128,480,0,2008,6
1,2,1760,352,0,2011,7
1,2,1520,928,0,2011,7
1,2,1136,352,0,13,7
1,2,-1056,224,0,2012,7
1,2,0,976,0,2018,7
1,2,-1888,1040,0,2012,7
1,2,-1888,1072,0,2049,4
1,2,-1888,1120,225,3001,15
1,2,-1536,2048,270,3001,15
1,2,-1600,1984,270,3001,14
1,2,-1472,1984,270,3001,12
1,2,-1664,1920,270,3004,12
1,2,-1408,1920,270,3004,14
1,2,-1536,1920,270,3004,15
1,2,-1408,1792,0,2019,1
1,2,-1536,2272,0,2012,7
1,2,-1664,1792,0,2011,7
1,2,-1760,2016,0,2015,7
1,2,-1760,1824,0,3001,4
1,2,-1312,1824,180,3001,4
1,2,-1536,2144,270,3001,4
1,2,-1536,1616,0,2049,7
1,2,-288,2336,180,3001,4
1,2,-1760,1952,0,2015,7
1,2,-1760,1888,0,2014,7
1,2,-1664,1472,0,2014,7
1,2,-1536,1232,0,2014,7
1,2,-1792,704,270,3004,15
1,2,-1792,640,270,3004,14
1,2,-1536,464,0,3004,15
1,2,-1888,992,270,3004,6
1,2,-1008,592,270,3004,12
1,2,-1344,464,0,3004,14
1,2,-800,400,0,3004,12
1,2,-960,928,270,3004,14
1,2,-544,1024,180,3001,14
1,2,-768,-768,90,3001,14
1,2,-2112,-320,90,3001,6
1,2,-2112,-448,270,3001,7
1,2,-1376,-640,270,3004,7
1,2,-1728,-512,90,3004,7
1,2,-960,-256,270,3004,15
1,2,64,-896,0,3004,15
1,2,192,-512,270,3004,6
1,2,-224,-448,90,3004,6
1,2,64,-1088,180,3004,6
1,2,448,-576,270,3004,6
1,2,-1536,-256,0,3004,6
1,2,-1632,96,0,3004,6
1,2,-1152,224,180,3004,14
1,2,-896,64,90,3004,12
1,2,-928,-320,270,3004,12
1,2,-1760,-96,270,3004,12
1,2,-1152,-656,90,3004,4
1,2,-224,-736,225,3004,12
1,2,480,-1120,135,3004,12
1,2,128,-896,0,3004,12
1,2,-512,-192,180,3004,12
1,2,-1504,-480,0,2014,7
1,2,-992,-256,0,2014,7
1,2,-992,-160,90,2007,7
1,2,-928,-160,0,2008,7
1,2,-960,-192,0,2011,7
1,2,0,-896,0,2011,7
1,2,-32,-864,0,2008,7
1,2,-64,-704,0,2015,7
1,2,192,-704,0,2015,7
1,2,-32,-928,0,2014,7
1,2,384,-512,0,2014,7
1,2,320,-512,0,2014,7
1,2,448,-512,0,2014,7
1,2,-2144,-672,0,2015,7
1,2,-2144,-160,0,2015,7
1,2,-2144,-224,0,2014,7
1,2,-2144,-608,0,2014,7
1,2,-2112,-384,0,2012,7
1,2,-1056,256,0,2014,7
1,2,-1056,192,0,2015,7
1,2,-1344,320,180,3001,12
1,2,32,-480,0,2028,7
1,2,-2144,-384,0,2018,7
1,2,-2240,128,0,2015,7
1,2,-2048,128,0,2014,7
1,2,-2048,320,0,2015,7
1,2,-2304,320,0,2014,7
1,2,-2304,576,0,2015,7
1,2,-2048,576,0,2014,7
1,2,-2048,512,0,2014,7
1,2,-2016,544,0,2014,7
1,2,-1984,672,0,48,7
1,2,-2192,672,0,48,7
1,2,-576,1152,0,2011,7
1,2,-320,2240,180,3004,13
1,2,-320,2432,180,3004,13
1,2,-448,2336,180,3004,12
1,2,-416,2464,180,3004,14
1,2,-416,2208,180,3004,14
1,2,-416,2336,180,3001,14
1,2,-576,2432,0,2012,7
1,2,-576,2240,0,2008,7
1,2,128,512,0,8,7
1,2,-1824,928,270,3001,12
1,2,-1760,928,270,3001,12
1,2,-1504,1488,0,2012,7
1,2,-544,-32,0,2048,7
1,2,-544,-96,0,2012,7
1,2,-544,1120,90,2048,7
1,2,-1504,1520,0,2012,7
1,2,-1504,1456,0,2012,7
1,2,-1600,2048,0,2008,7
1,2,-1472,2048,90,2007,7
1,2,-96,512,180,3001,4
1,2,608,528,180,3004,4
1,2,-768,96,0,2008,7
1,2,-1120,256,0,2008,7
1,2,-624,-544,0,2008,7
1,2,-1760,-416,0,2008,7
1,2,-2080,-384,0,2008,7
1,2,-1440,-864,0,2008,7
1,2,192,-464,0,2008,7
1,2,-432,-208,0,2008,7
1,2,-112,-304,90,2007,7
1,2,1520,-176,90,2007,7
1,2,1472,928,90,2007,7
1,2,736,-416,0,2048,7
1,2,1408,1008,0,2048,23
1,2,272,528,90,2007,7
1,2,-544,624,90,2007,7
1,2,-1408,96,90,2007,7
1,2,-2304,-256,0,2012,7
1,2,-2080,544,90,2007,7
1,2,-704,2304,90,2007,7
1,2,992,-304,0,2048,7
1,2,976,1008,0,2048,23
1,2,-1168,-880,90,2048,7
1,2,-528,-816,90,2048,7
1,2,-432,-816,90,2048,7
1,2,448,-1136,90,2048,7
1,2,496,-464,90,2048,7
1,2,-240,-560,90,2048,7
1,2,-1328,-528,90,2048,7
1,2,-1904,-80,90,2048,7
1,2,-1920,320,90,2015,7
1,2,-1888,352,90,2015,7
1,2,-1888,288,90,2015,7
1,2,-1872,320,90,2015,7
1,2,640,-896,0,2003,23
1,2,688,-848,0,2046,23
1,2,640,-944,0,2046,23
1,2,688,-944,0,2046,23
1,2,640,-848,0,2046,23
1,2,-1312,1184,0,2014,7
1,2,-1392,976,0,2014,7
1,2,1360,-384,90,9,12
1,2,1552,-384,90,9,12
1,2,1936,0,180,9,12
1,2,2256,352,180,9,12
1,2,2256,512,180,9,12
1,2,2256,160,180,9,12
1,2,1872,832,270,9,12
1,2,1696,864,270,9,12
1,2,688,-896,0,8,7
1,2,320,-656,90,2035,15
1,2,-304,-1136,90,2035,15
1,2,304,-944,90,2035,15
1,2,384,-464,90,2035,15
1,2,-112,-752,90,2035,15
1,2,128,-80,90,2035,15
1,2,-96,160,90,2035,15
1,2,576,192,90,2035,15
1,2,-560,80,90,2035,15
1,2,-336,320,90,2035,15
1,2,-176,592,90,2035,15
1,2,448,496,90,2035,15
1,2,1376,272,90,2035,15
1,2,-1216,400,90,2035,15
1,2,-1152,176,90,2035,15
1,2,-1984,1120,90,2035,15
1,2,-2160,-528,90,2035,15
1,2,-2080,-688,90,2035,15
1,2,-2096,-144,90,2035,15
1,2,-1104,-176,90,2035,15
1,2,-1712,-752,90,2035,15
1,2,-1008,-384,90,2035,15
1,2,-1376,1856,90,2035,15
1,2,-528,2192,90,2035,15
1,2,-224,512,0,11,23
1,2,32,-848,0,11,23
1,2,-2080,1120,270,11,23
1,2,-1760,1984,0,11,23
1,2,1024,-704,90,11,23
1,2,192,512,270,11,23
1,2,-1264,192,0,11,23
1,2,-1232,1152,180,11,23
1,2,-672,1152,270,11,23
1,2,-2016,-688,90,11,23
1,2,-2176,1040,270,3004,15
1,2,-2000,1040,270,3004,15
1,2,-64,-32,270,15,7
1,2,384,0,270,15,7
1,2,320,640,270,24,7
1,2,0,896,270,24,7
1,2,-352,128,270,24,7
1,2,256,-32,270,12,7
1,2,-32,384,270,12,7
1,2,-256,608,270,10,7
1,2,96,-256,270,10,7
1,2,-1024,-32,270,10,7
1,2,-1056,832,270,10,7
1,2,608,384,270,10,7
1,2,896,-32,270,15,7
1,2,1408,320,270,15,7
1,2,-1984,-576,270,15,7
1,2,-1984,-160,270,24,7
1,2,-2336,-64,270,10,7
1,2,-2240,32,270,15,7
1,2,-2112,480,270,15,7
1,2,-1248,1024,270,24,7
1,2,-1568,1456,270,10,7
1,2,-448,2240,270,15,7
1,2,-512,2448,270,12,7
1,2,-384,2416,270,10,7
1,2,-672,1024,270,10,7
