episode,mission,x_position,y_position,direction,type,flags
3,2,2176,-288,180,1,15
3,2,2112,-256,180,2,15
3,2,2112,-320,180,3,15
3,2,2064,-240,180,4,15
3,2,1904,-432,180,47,15
3,2,1792,-128,180,47,15
3,2,1984,-208,180,46,15
3,2,1360,-208,180,43,15
3,2,1456,272,180,54,15
3,2,896,-256,180,54,15
3,2,1776,-400,180,47,15
3,2,1888,-272,180,47,15
3,2,1232,-272,0,3006,15
3,2,1504,-224,90,3002,4
3,2,1504,-288,270,3002,7
3,2,1680,-112,270,2011,7
3,2,992,-544,315,3005,15
3,2,1008,-496,315,2049,15
3,2,1280,-528,315,9,15
3,2,1232,144,315,2008,7
3,2,1552,-368,315,2014,15
3,2,688,-784,315,2012,15
3,2,1984,-368,315,46,15
3,2,1232,272,0,58,4
3,2,1232,496,315,9,15
3,2,816,-336,225,3004,7
3,2,1040,48,225,2012,7
3,2,1024,96,315,3006,14
3,2,848,-816,180,47,15
3,2,976,432,180,47,15
3,2,1552,432,180,47,15
3,2,1024,256,315,2048,15
3,2,1808,2064,315,2002,15
3,2,832,288,135,3002,15
3,2,976,336,135,9,14
3,2,1040,336,90,9,15
3,2,1216,640,315,2011,15
3,2,848,208,315,2023,15
3,2,800,224,90,58,15
3,2,1776,1808,315,3004,15
3,2,1856,1792,315,3004,15
3,2,1920,1856,315,3004,15
3,2,1808,1936,315,3006,15
3,2,1744,1936,315,3006,14
3,2,1920,1664,315,26,15
3,2,1296,-240,0,3006,4
3,2,944,-528,225,2011,7
3,2,1072,240,315,2008,15
3,2,1936,1328,315,43,15
3,2,1776,1392,315,47,15
3,2,1776,1072,315,42,15
3,2,784,592,315,42,15
3,2,1536,832,315,46,15
3,2,912,1808,315,46,15
3,2,720,1712,315,46,15
3,2,432,1456,315,46,15
3,2,224,1136,315,46,15
3,2,1200,944,225,3006,15
3,2,1264,880,225,3006,15
3,2,1200,816,225,3006,15
3,2,1264,944,225,2011,15
3,2,1200,848,225,2011,15
3,2,672,1104,0,2012,7
3,2,640,1104,0,2049,7
3,2,624,1040,0,15,7
3,2,496,1120,90,19,15
3,2,752,560,225,19,15
3,2,1088,1216,225,54,15
3,2,352,1072,225,43,15
3,2,880,1520,225,43,15
3,2,1008,816,225,47,15
3,2,592,432,225,47,15
3,2,1072,880,225,42,15
3,2,1424,544,315,19,7
3,2,592,784,135,3005,7
3,2,608,720,135,2011,7
3,2,560,752,135,2019,7
3,2,1216,-64,135,2018,7
3,2,752,848,315,3002,12
3,2,880,912,315,3006,7
3,2,960,976,225,2003,7
3,2,1296,1200,45,10,15
3,2,896,1152,45,3006,15
3,2,832,1152,90,3006,15
3,2,768,1152,135,3006,15
3,2,944,1104,135,2011,15
3,2,800,1072,135,2011,15
3,2,528,944,135,2008,15
3,2,592,1328,135,2004,15
3,2,624,1296,135,2012,15
3,2,1216,384,90,2012,7
3,2,960,1408,90,2011,3
3,2,1232,1424,90,2011,7
3,2,784,880,90,2008,7
3,2,656,464,90,2008,7
3,2,2000,1616,90,2007,7
3,2,1584,1072,90,2007,7
3,2,816,-16,90,2011,3
3,2,1232,-528,90,2008,3
3,2,1712,1328,270,3004,6
3,2,1904,1456,270,3004,6
3,2,1840,1872,270,3002,4
3,2,848,1872,0,9,7
3,2,848,1952,0,9,7
3,2,848,2016,0,9,7
3,2,848,2080,0,9,7
3,2,848,2144,0,9,7
3,2,848,2208,0,9,7
3,2,832,1856,270,2047,7
3,2,832,1952,270,2015,7
3,2,832,2016,270,2015,7
3,2,832,2080,270,2015,7
3,2,832,2144,270,2015,7
3,2,832,2208,270,2015,7
3,2,832,1888,270,2015,7
3,2,1008,2320,180,58,14
3,2,1104,2576,225,3005,15
3,2,1136,2800,225,3006,14
3,2,1184,2800,225,3006,14
3,2,1184,2752,225,3006,12
3,2,1088,2720,225,3002,12
3,2,896,2304,225,2011,15
3,2,1600,3056,225,3005,7
3,2,1408,2880,225,2011,7
3,2,1456,2992,225,2011,3
3,2,992,1664,180,58,4
3,2,1008,1648,135,2012,7
3,2,992,1600,135,58,7
3,2,416,2144,0,3006,15
3,2,544,2240,180,3006,15
3,2,432,2336,0,3006,15
3,2,512,2432,180,3006,15
3,2,448,2592,0,3006,15
3,2,384,2512,0,3006,15
3,2,432,2704,225,3002,15
3,2,560,2640,225,3006,7
3,2,608,2672,225,3006,6
3,2,608,2592,180,3006,4
3,2,416,2784,225,3002,14
3,2,496,2000,315,3005,14
3,2,64,1200,180,3005,7
3,2,144,1216,180,3005,6
3,2,32,1120,180,3005,4
3,2,144,1056,180,2011,7
3,2,144,1104,180,2011,7
3,2,96,1120,180,2008,7
3,2,96,1072,180,2008,7
3,2,48,1072,180,2008,7
3,2,48,1232,180,2014,7
3,2,96,1248,180,2014,7
3,2,128,1232,180,2014,7
3,2,144,1184,180,2014,7
3,2,32,1184,180,2014,7
3,2,48,1120,180,2011,7
3,2,-496,2032,180,2026,7
3,2,-496,1984,180,2012,7
3,2,-464,1936,180,2049,7
3,2,-528,1936,180,2048,7
