episode,mission,x_position,y_position,direction,type,flags
1,3,-1472,-3344,90,1,7
1,3,-1600,-3344,90,3,7
1,3,-1408,-3344,90,2,7
1,3,-1536,-3344,90,4,7
1,3,-2832,-848,0,2014,7
1,3,-2976,-784,0,2015,7
1,3,-3104,-896,0,2015,7
1,3,-3104,-1056,90,2007,7
1,3,-3024,-1120,90,2018,7
1,3,-2336,-2464,0,2013,7
1,3,-2128,-1120,0,2014,7
1,3,-2128,-1184,0,2014,7
1,3,-2080,-1184,0,2014,7
1,3,-2032,-1184,0,2015,7
1,3,-2080,-1248,0,2014,7
1,3,-2128,-1248,0,2015,7
1,3,-2032,-1248,0,2015,7
1,3,-2032,-1440,0,2012,7
1,3,-2688,-1728,0,6,7
1,3,-160,-864,0,5,7
1,3,-80,-2160,0,2014,7
1,3,-64,-2208,0,2014,7
1,3,-80,-2256,0,2049,7
1,3,-32,-2272,0,2049,7
1,3,-1760,-1056,0,48,7
1,3,-304,-880,0,48,7
1,3,-16,-880,0,48,7
1,3,64,-1824,0,48,7
1,3,64,-1376,0,48,7
1,3,-16,-1376,0,48,7
1,3,144,-1376,0,48,7
1,3,-16,-1824,0,48,7
1,3,144,-1824,0,48,7
1,3,-208,-1680,0,2028,7
1,3,-208,-1520,0,2028,7
1,3,-464,-1712,0,2028,7
1,3,-464,-1488,0,2028,7
1,3,48,-1568,0,2035,7
1,3,256,-1648,0,2035,7
1,3,224,-1456,0,2035,7
1,3,-192,-1856,0,2035,7
1,3,336,-1856,0,2035,7
1,3,448,-1360,0,2035,7
1,3,-1856,-2560,270,3004,7
1,3,-1216,-2560,270,3004,7
1,3,-1152,-2880,270,3004,7
1,3,-1856,-2880,270,3004,6
1,3,-1088,-3072,180,9,4
1,3,-1920,-3072,0,9,4
1,3,-1664,-2560,270,9,6
1,3,-1504,-2976,270,2012,7
1,3,-1344,-2528,270,2012,7
1,3,-1056,-2752,270,2035,7
1,3,-1152,-2464,270,2035,7
1,3,-1680,-3136,270,2035,7
1,3,-1280,-3024,270,2035,7
1,3,-1952,-2816,270,2035,7
1,3,-1728,-2464,270,2035,7
1,3,-1088,-2624,270,3002,4
1,3,-1440,-3232,270,2008,7
1,3,-1568,-3232,270,2007,7
1,3,-1664,-3040,270,2007,7
1,3,-1568,-3376,270,2011,7
1,3,-1664,-2496,270,2011,7
1,3,-1504,-3232,270,2001,1
1,3,-2112,-2448,0,3004,7
1,3,-1952,-2272,270,3004,7
1,3,-1824,-2048,270,3001,6
1,3,-1840,-2272,270,9,4
1,3,-2112,-2560,0,9,4
1,3,-2048,-2368,270,2049,7
1,3,-1968,-2448,270,2035,7
1,3,-2096,-1824,270,3001,15
1,3,-2176,-2096,45,3001,14
1,3,-1936,-2144,180,3001,12
1,3,-2000,-2128,270,9,14
1,3,-2064,-2080,270,2035,7
1,3,-2048,-1536,270,2001,6
1,3,-2112,-1536,270,2008,7
1,3,-2016,-1568,270,2007,7
1,3,-2176,-1664,270,2011,7
1,3,-2112,-1600,270,2014,7
1,3,-2064,-1600,270,2014,7
1,3,-2064,-1648,270,2014,7
1,3,-2016,-1504,270,2015,7
1,3,-2144,-1760,270,2018,7
1,3,-2160,-2624,270,2014,7
1,3,-2160,-2416,270,2014,7
1,3,-2000,-2256,270,2014,7
1,3,-1632,-2592,270,2015,7
1,3,-1376,-2592,270,2015,7
1,3,-1760,-2608,270,2015,7
1,3,-1264,-2608,270,2015,7
1,3,-1808,-2688,270,2015,7
1,3,-1808,-2992,270,2015,7
1,3,-1424,-2976,270,2015,7
1,3,-2384,-2400,270,2015,7
1,3,-2288,-2400,270,2015,7
1,3,-2288,-2528,270,2015,7
1,3,-2384,-2528,270,2015,7
1,3,-2496,-2544,90,3001,7
1,3,-2240,-2384,180,3001,6
1,3,-2240,-2544,135,3001,4
1,3,-2080,-1504,270,3004,6
1,3,-1776,-1856,270,2014,7
1,3,-1952,-1792,270,2014,7
1,3,-1920,-1536,270,2007,7
1,3,-3008,-896,270,2003,7
1,3,-2944,-896,270,2046,7
1,3,-2080,-1376,270,2002,7
1,3,-2032,-1376,270,2048,7
1,3,-2128,-1376,270,2048,7
1,3,-2496,-960,270,8,7
1,3,-2880,-896,270,3001,7
1,3,-3072,-832,315,3001,6
1,3,-3008,-1072,0,3001,4
1,3,-2816,-960,180,9,6
1,3,-2880,-768,0,2012,7
1,3,-2432,-1024,0,2012,7
1,3,-2112,-1440,0,2012,7
1,3,-2752,-1792,0,2011,7
1,3,-2624,-1664,0,2011,7
1,3,-2528,-1584,0,2048,7
1,3,-2816,-1856,0,2008,7
1,3,-2544,-1776,0,2008,7
1,3,-2832,-2192,0,2008,7
1,3,-2816,-2112,45,3001,7
1,3,-2560,-1344,225,3001,7
1,3,-3072,-1856,315,9,6
1,3,-2304,-1600,225,9,6
1,3,-2816,-1600,225,3002,6
1,3,-2944,-1728,225,58,4
1,3,-2432,-1408,315,3002,4
1,3,-2944,-2048,315,2008,7
1,3,-2544,-1264,315,2008,7
1,3,-2688,-2064,315,2035,7
1,3,-2352,-1456,315,2035,7
1,3,-2768,-1632,315,2035,7
1,3,-2496,-1856,315,2035,7
1,3,-2720,-1424,315,2014,7
1,3,-2752,-1456,315,2014,7
1,3,-2784,-1488,315,2014,7
1,3,-2928,-1632,315,2014,7
1,3,-2960,-1664,315,2014,7
1,3,-2992,-1696,315,2014,7
1,3,-2976,-2032,315,2015,7
1,3,-2928,-2080,315,2015,7
1,3,-2896,-2112,315,2015,7
1,3,-2288,-1664,315,2015,7
1,3,-2320,-1696,315,2015,7
1,3,-2352,-1728,315,2015,7
1,3,-2560,-2272,315,2008,7
1,3,-2688,-2304,315,2008,7
1,3,-2816,-2336,315,2008,7
1,3,-2752,-2336,315,2014,7
1,3,-2624,-2288,315,2014,7
1,3,-2496,-2272,315,2014,7
1,3,-2496,-2368,315,2014,7
1,3,-2496,-2496,315,2011,7
1,3,-1872,-1408,270,3001,7
1,3,-1744,-736,270,3004,7
1,3,-1696,-864,270,3004,6
1,3,-1888,-992,270,3004,6
1,3,-1760,-1120,270,9,6
1,3,-1696,-1216,270,9,4
1,3,-1824,-768,270,9,4
1,3,-1824,-1216,270,3001,4
1,3,-1104,-768,270,2012,7
1,3,-1600,-800,270,2011,7
