episode,mission,x_position,y_position,direction,type,flags
2,1,0,48,90,1,7
2,1,48,-16,90,2,7
2,1,0,-32,90,3,7
2,1,-48,0,90,4,7
2,1,880,320,180,3004,6
2,1,832,256,180,3004,6
2,1,816,368,180,3004,7
2,1,944,352,180,3004,6
2,1,976,272,180,3004,6
2,1,1152,32,0,3001,7
2,1,1024,-64,0,3001,6
2,1,960,-256,0,3001,6
2,1,768,-352,0,3001,6
2,1,1856,-704,180,3001,4
2,1,1856,-448,180,3001,6
2,1,1904,-32,135,3004,4
2,1,1152,-64,270,9,7
2,1,1008,-336,0,3001,4
2,1,928,-368,0,3001,6
2,1,1136,-736,0,9,12
2,1,1456,-816,90,9,7
2,1,1840,-560,180,3001,4
2,1,1920,-160,135,3004,14
2,1,1616,-336,90,3004,6
2,1,1520,-512,90,3004,6
2,1,288,-48,0,9,7
2,1,528,-240,0,9,15
2,1,224,80,0,3002,15
2,1,336,-1168,0,3002,6
2,1,336,-1072,0,3002,4
2,1,-224,-288,0,2014,7
2,1,-224,-224,0,2014,7
2,1,-224,-160,0,2014,7
2,1,-224,-96,0,2014,7
2,1,-224,-32,0,2015,7
2,1,-224,32,0,2015,7
2,1,-224,96,0,2015,7
2,1,-224,160,0,2015,7
2,1,-224,224,0,2014,7
2,1,-224,288,0,2014,7
2,1,-224,352,0,2015,7
2,1,-224,416,0,2014,7
2,1,-224,480,0,2015,7
2,1,-224,544,0,2014,7
2,1,224,224,0,2004,7
2,1,320,-192,0,2047,7
2,1,368,-464,90,9,7
2,1,480,-416,315,9,6
2,1,400,-768,0,9,7
2,1,304,-752,315,9,7
2,1,416,-896,0,3001,7
2,1,1472,-576,0,5,7
2,1,-96,608,315,14,7
2,1,1696,352,315,14,7
2,1,2016,-480,0,2001,6
2,1,1248,96,225,14,7
2,1,1184,-1120,180,14,7
2,1,1232,-496,0,2018,7
2,1,1264,-464,0,2049,7
2,1,672,-1056,0,3002,6
2,1,608,-992,0,3002,6
2,1,672,-928,0,3002,4
2,1,736,-992,0,3002,6
2,1,544,-928,0,3002,6
2,1,560,-752,0,2012,7
2,1,1632,-608,135,14,7
2,1,1008,112,0,2012,7
2,1,1072,144,0,2015,7
2,1,-224,-1248,45,14,7
2,1,608,-1184,180,14,7
2,1,32,-608,225,14,7
2,1,800,32,225,14,7
2,1,2144,-672,270,14,7
2,1,2144,-1184,90,3001,7
2,1,928,-1312,135,14,7
2,1,-224,-352,90,14,7
2,1,-224,608,270,14,7
2,1,16,-1056,90,3001,4
2,1,-48,-1088,90,3001,4
2,1,-112,-1040,90,3002,7
2,1,-144,-1104,90,3001,4
2,1,-256,-432,270,3005,14
2,1,944,112,0,2007,7
2,1,1120,144,0,13,7
2,1,528,-464,0,2026,7
2,1,304,-464,0,2011,7
2,1,240,-464,0,2019,7
2,1,560,-416,0,2011,7
2,1,288,-416,315,9,6
2,1,2064,-1008,0,2012,1
2,1,0,240,0,2048,1
2,1,1536,-1040,0,2008,7
2,1,1216,-896,0,2008,7
2,1,832,-256,0,2008,7
2,1,-112,-560,0,2011,7
2,1,-80,-624,0,2011,7
2,1,176,-1008,0,2012,7
2,1,624,-880,0,2012,7
2,1,736,-608,0,2012,7
2,1,-32,544,0,2001,1
2,1,1984,128,180,3004,7
2,1,1984,64,180,3004,4
2,1,1984,0,135,3004,6
2,1,-256,-464,270,3006,1
2,1,400,-208,45,3005,14
2,1,432,176,315,3002,12
2,1,496,112,315,3002,12
2,1,1536,-256,90,3004,6
2,1,1392,-240,90,3004,6
2,1,2000,-416,315,34,7
2,1,2080,-496,315,34,7
2,1,1968,-528,315,34,7
2,1,-112,496,315,34,7
2,1,-32,464,315,34,7
2,1,48,544,315,34,7
2,1,16,624,315,34,7
2,1,1024,384,0,2011,7
2,1,2032,-80,0,2012,7
2,1,1600,-448,0,2012,7
2,1,1472,-256,90,3004,6
2,1,960,-1088,0,2007,23
2,1,1920,320,270,11,23
2,1,1104,-1104,180,11,23
2,1,64,32,90,11,23
2,1,1504,288,270,11,23
2,1,2144,-1024,90,3005,12
2,1,224,-544,0,58,12
