episode,mission,x_position,y_position,direction,type,flags
2,5,-1680,2384,315,3,7
2,5,-1600,2384,270,2,7
2,5,-1536,2384,270,1,7
2,5,-1440,1200,0,8,7
2,5,-1520,1216,90,3005,6
2,5,-1360,-32,135,3002,7
2,5,-1456,2384,225,4,7
2,5,-3152,112,0,3001,7
2,5,-2768,48,180,3001,7
2,5,-2688,288,225,3001,7
2,5,-3440,208,0,3001,7
2,5,-3552,1088,225,3003,7
2,5,-2848,1760,180,3001,7
2,5,-2848,2400,180,3001,7
2,5,-2464,2064,180,3001,7
2,5,-2592,1504,315,3001,7
2,5,-1536,2128,90,9,7
2,5,-1424,1728,45,9,6
2,5,-1888,1744,45,9,7
2,5,-800,1888,270,3001,7
2,5,-1136,2096,270,3001,7
2,5,-1168,2160,270,3001,7
2,5,-1568,944,90,3001,7
2,5,-2000,2144,270,3001,7
2,5,-3440,-64,45,3001,7
2,5,-1152,2256,270,3001,7
2,5,-1200,144,225,3001,7
2,5,-1760,1120,180,9,7
2,5,-1136,-80,135,3001,7
2,5,-1136,1056,135,9,7
2,5,-2000,2288,270,3001,7
2,5,-1968,2240,270,3001,7
2,5,-848,2016,315,3001,7
2,5,-704,2032,225,3001,7
2,5,-320,-928,180,3002,7
2,5,-240,-624,45,3006,4
2,5,-336,-592,45,3006,7
2,5,-240,-720,45,3006,4
2,5,0,-608,135,3006,6
2,5,-384,-720,0,2049,7
2,5,-2880,2080,90,9,7
2,5,-3008,2080,90,9,7
2,5,-3296,2080,180,9,7
2,5,-3680,-352,90,2007,7
2,5,-224,1440,270,3002,4
2,5,-160,1440,270,3002,4
2,5,-96,1440,270,3002,4
2,5,-96,1376,270,3002,6
2,5,-160,1376,270,3002,6
2,5,-160,1312,270,3002,7
2,5,-96,1312,270,3002,7
2,5,-224,1312,270,3002,7
2,5,-224,1376,270,3002,6
2,5,-16,1088,0,2019,7
2,5,-2848,1120,270,3006,6
2,5,-2848,1248,90,3006,6
2,5,-2912,1184,180,3006,6
2,5,-1664,1216,0,2023,7
2,5,-1792,1216,0,2011,7
