episode,mission,x_position,y_position,direction,type,flags
3,1,288,-1568,90,1,7
3,1,176,-1616,90,2,7
3,1,192,-1552,90,3,7
3,1,256,-1648,90,4,7
3,1,-528,-1264,315,3001,4
3,1,160,-816,270,3001,7
3,1,848,-1200,225,3001,6
3,1,224,-368,270,3005,6
3,1,160,-176,270,3005,4
3,1,144,-528,0,2048,7
3,1,240,-528,0,2048,7
3,1,368,464,315,3001,7
3,1,432,592,315,3001,7
3,1,560,656,315,3001,6
3,1,688,656,315,3001,7
3,1,304,784,315,3005,4
3,1,416,928,0,3002,4
3,1,64,64,0,2012,7
3,1,640,192,0,2012,7
3,1,928,512,0,2008,7
3,1,-560,208,0,2001,7
3,1,-768,608,0,2049,7
3,1,-240,1040,315,3002,4
3,1,-656,1056,0,3002,6
3,1,-16,928,0,3002,7
3,1,928,832,270,3002,6
3,1,-752,1920,315,3001,7
3,1,-800,1792,315,3001,6
3,1,-752,1856,315,3001,7
3,1,-800,1856,270,3001,6
3,1,-848,1856,270,3001,7
3,1,-800,1920,315,3001,4
3,1,-848,1920,315,3001,4
3,1,-800,1968,315,3001,4
3,1,-704,2096,0,2007,7
3,1,-896,2288,0,2011,7
3,1,-704,2288,0,2011,7
3,1,-992,1536,0,2014,7
3,1,-608,1536,0,2014,7
3,1,-912,1568,0,2015,7
3,1,-688,1568,0,2015,7
3,1,-816,1616,0,2015,7
3,1,-784,1616,0,2015,7
3,1,192,-576,0,2012,1
3,1,-800,2288,0,2012,7
3,1,-800,2096,0,2012,1
3,1,-944,1872,0,2003,7
3,1,-928,1872,0,2008,7
3,1,-944,1904,0,2011,7
3,1,352,-112,0,2012,7
3,1,-768,832,270,3001,12
3,1,-224,-1296,0,43,7
3,1,-192,-1072,0,43,7
3,1,272,-1024,0,43,7
3,1,544,-768,0,43,7
3,1,864,-864,0,43,7
3,1,-352,-656,0,43,7
3,1,-592,-928,0,43,7
3,1,432,-1488,0,43,7
3,1,64,-1824,0,43,7
3,1,432,-624,0,54,7
3,1,48,-1488,0,54,7
3,1,320,-512,0,27,7
3,1,64,-512,0,27,7
3,1,-160,192,0,33,7
3,1,-160,64,0,33,7
3,1,768,320,0,12,7
3,1,240,512,0,24,7
3,1,560,752,0,24,7
3,1,192,-240,0,24,7
3,1,-768,768,0,29,7
3,1,-944,1360,0,32,7
3,1,-880,1328,0,33,7
3,1,-800,1296,0,33,7
3,1,-720,1328,0,33,7
3,1,-656,1360,0,32,7
3,1,-800,1440,0,37,7
3,1,-672,2192,0,24,7
3,1,-848,1888,0,24,7
3,1,624,560,0,54,7
3,1,-640,-512,0,62,0
3,1,-32,448,270,10,7
3,1,256,-1792,90,62,0
3,1,448,0,225,62,7
3,1,-896,2096,0,2008,7
3,1,320,-1600,90,11,23
3,1,192,-64,270,11,23
3,1,448,192,90,11,23
3,1,-640,-832,0,11,23
3,1,-704,816,270,3001,14
3,1,-656,752,225,3001,12
3,1,-800,1504,0,2008,7
