episode,mission,x_position,y_position,direction,type,flags
2,6,592,400,90,1,7
2,6,656,368,135,3,7
2,6,656,432,135,2,7
2,6,688,496,180,4,7
2,6,704,656,225,9,4
2,6,848,720,225,3001,5
2,6,592,768,0,2007,7
2,6,864,512,90,3002,4
2,6,656,912,0,2010,3
2,6,832,400,90,3005,6
2,6,752,2192,0,2023,7
2,6,1888,1184,0,2012,7
2,6,1760,1184,0,2012,7
2,6,1872,48,0,40,7
2,6,432,400,0,2012,7
2,6,1600,208,225,3001,5
2,6,1696,112,225,3001,5
2,6,1632,-160,45,3002,15
2,6,1632,-224,45,3002,12
2,6,1648,240,225,3002,6
2,6,1728,240,225,3002,6
2,6,1728,160,225,3002,6
2,6,1360,560,90,3004,7
2,6,1392,432,90,9,6
2,6,1360,272,90,3004,6
2,6,1392,1296,0,2012,7
2,6,288,-96,0,8,7
2,6,400,-96,0,3002,14
2,6,736,-272,0,2007,7
2,6,160,-416,0,2011,7
2,6,544,-608,0,2008,7
2,6,-464,-112,0,2011,7
2,6,-480,-448,0,3002,15
2,6,-304,-608,0,2011,7
2,6,-176,-608,0,2010,7
2,6,-96,-208,0,2014,7
2,6,544,-544,0,3002,14
2,6,-96,-352,315,3002,15
2,6,-560,0,45,3002,14
2,6,-544,-64,0,2019,7
2,6,-176,-544,0,2049,7
2,6,-304,-544,0,2007,7
2,6,-672,-224,0,3002,6
2,6,-672,-288,0,3002,6
2,6,800,-272,0,2046,7
2,6,768,-224,0,2011,7
2,6,-304,2880,0,2046,7
2,6,48,3296,0,2008,7
2,6,800,3296,0,2026,7
2,6,-96,3072,0,2018,7
2,6,-320,3280,270,3005,6
2,6,-400,3088,270,3006,4
2,6,-336,2912,45,3006,7
2,6,112,3088,270,3006,4
2,6,80,3264,225,3006,7
2,6,-128,3344,270,3006,4
2,6,-160,3072,0,2012,7
2,6,-160,3136,0,2024,7
2,6,-352,3280,0,2008,7
2,6,-96,3136,0,2047,7
2,6,-448,800,270,3005,6
2,6,-352,544,0,2012,7
2,6,-352,608,0,2008,7
2,6,-288,608,0,2011,7
2,6,-288,544,0,2014,7
2,6,-416,544,0,2014,7
2,6,-416,608,0,2010,7
2,6,-352,800,0,2045,7
2,6,992,-64,90,3002,7
2,6,1056,-64,90,3002,6
2,6,1056,-128,90,3002,4
2,6,992,-128,90,3002,4
2,6,-224,1152,90,3002,14
2,6,-224,1344,270,3002,12
2,6,16,1248,0,3004,7
2,6,-32,1248,0,3004,6
2,6,-96,1248,0,3001,4
2,6,-160,1248,0,3004,7
2,6,-224,1248,0,3001,4
2,6,-288,1248,0,9,7
2,6,-352,1248,0,3001,6
2,6,16,992,0,3004,7
2,6,-32,992,0,3004,6
2,6,-96,992,0,3001,4
2,6,-160,992,0,3004,7
2,6,-224,992,0,3001,4
2,6,-288,992,0,9,7
2,6,-352,992,0,3001,6
2,6,-432,1056,0,2015,7
2,6,-432,1184,0,2015,7
2,6,-432,1232,0,2008,7
2,6,-432,1008,0,2008,7
2,6,384,-656,0,2008,7
2,6,208,-624,0,2015,7
2,6,224,-576,45,3005,6
2,6,-416,720,270,3006,5
2,6,-480,720,270,3006,5
2,6,1504,960,0,2011,7
2,6,1600,960,0,2011,7
2,6,1504,896,0,2007,7
2,6,1600,896,0,2008,7
2,6,48,2880,180,3006,7
2,6,80,2912,0,2008,7
2,6,1344,3136,135,3005,4
2,6,1344,2432,135,3005,4
2,6,1600,2784,180,3005,6
2,6,1472,2688,180,9,7
2,6,1472,2880,180,9,7
2,6,1536,2848,270,9,6
2,6,1536,2720,180,9,7
2,6,1632,2656,0,2014,7
2,6,1632,2912,0,2014,7
2,6,1440,2784,0,2015,7
2,6,1376,3168,0,2012,7
2,6,1376,2400,0,2014,7
2,6,1632,2784,0,2015,7
2,6,1088,3136,0,2015,7
2,6,1088,2432,0,2007,7
2,6,1152,2432,0,2008,7
2,6,1376,3040,0,2007,7
2,6,1376,2528,0,2008,7
2,6,1152,3136,0,2012,7
2,6,-128,1840,270,3005,6
2,6,-176,1776,270,3002,5
2,6,-80,1776,270,3002,5
2,6,-128,1440,0,39,7
2,6,-192,1952,90,3001,7
2,6,-64,1952,90,3001,7
2,6,-128,2032,90,3002,4
2,6,-272,1888,0,2048,7
2,6,-304,1936,0,2011,7
2,6,-1120,1888,90,3006,7
2,6,-1072,1952,90,3006,6
2,6,-1120,2016,90,3006,4
2,6,-1056,2848,270,3002,7
2,6,-1056,2784,270,3006,6
2,6,-1104,2736,270,3006,4
2,6,-1056,2704,270,3006,4
2,6,-1312,2400,0,3001,7
2,6,-1264,2400,0,3001,4
2,6,-1312,2336,0,3001,7
2,6,-1264,2336,0,3001,6
2,6,1248,2528,0,2013,7
2,6,-1184,2464,0,2002,7
2,6,-992,2272,0,2045,7
2,6,-1056,1888,0,2008,7
2,6,-1120,2768,0,2010,7
2,6,-1120,1952,0,2008,7
2,6,-128,2368,0,2012,7
2,6,-736,-1184,0,3001,15
2,6,-864,-608,270,3001,14
2,6,-1184,-672,0,9,7
2,6,-480,-864,0,3004,14
2,6,-192,-960,90,3004,7
2,6,16,-800,135,3004,7
2,6,96,-992,90,58,14
2,6,-32,-1376,180,3001,7
2,6,80,-1440,180,3001,4
2,6,160,-1376,180,3001,6
2,6,416,-1184,0,2012,7
2,6,160,-1184,0,2014,7
2,6,224,-1120,0,2014,7
2,6,416,-1120,0,2015,7
2,6,160,-1120,0,2015,7
2,6,224,-1184,0,2015,7
2,6,16,-1184,180,3006,7
2,6,-32,-1184,180,3006,4
2,6,-80,-1184,180,3006,6
2,6,16,-1232,180,3006,7
2,6,-32,-1232,180,3006,4
2,6,-80,-1232,180,3006,6
2,6,96,-1120,0,2007,7
2,6,96,-1184,0,2008,7
2,6,288,-1568,0,2004,7
2,6,-16,-1232,0,2047,7
2,6,-544,-1264,0,2011,7
2,6,-448,-1072,0,2015,7
2,6,-384,-1408,0,2010,7
2,6,-64,-1456,0,2011,7
2,6,-672,-416,270,3006,6
2,6,-736,-480,270,3001,4
2,6,-608,-480,270,3001,4
2,6,-608,-544,270,3001,7
2,6,-736,-544,270,3001,7
2,6,-672,-544,270,3002,7
2,6,-672,-480,45,3002,4
2,6,-1184,-352,0,2046,7
2,6,-896,-256,270,3002,6
2,6,-1232,-336,270,3006,6
2,6,-1200,-400,270,3006,7
2,6,-928,-320,270,3001,7
2,6,-864,-320,270,3001,7
2,6,-864,-368,270,3001,4
2,6,-928,-368,270,3001,4
2,6,-928,-416,270,3001,4
2,6,-864,-416,270,3001,4
2,6,-1216,-256,270,3002,4
2,6,-896,-288,0,2045,7
2,6,-1056,-464,0,24,7
2,6,-1120,-1120,0,2011,7
2,6,-1120,-1184,0,2011,7
2,6,-1056,-1120,0,2011,7
2,6,-1056,-1184,0,2011,7
2,6,160,-992,0,2008,7
2,6,224,-992,0,2008,7
2,6,224,-928,90,2007,7
2,6,1568,736,180,3002,4
2,6,1568,672,180,3002,4
2,6,1504,672,180,3002,7
2,6,1504,736,180,3002,6
2,6,80,2576,225,3001,7
2,6,16,2512,225,3006,6
2,6,80,2160,135,3001,7
2,6,16,2224,135,3006,6
2,6,-400,2640,315,3001,7
2,6,-272,2512,315,3006,6
2,6,144,1456,0,2049,7
2,6,-400,1456,0,2024,7
2,6,-1120,2816,270,3006,6
2,6,848,784,0,2011,7
2,6,-672,-928,0,38,7
2,6,-208,-1024,0,2047,7
2,6,1824,1184,0,2012,7
2,6,1152,928,0,2012,7
2,6,784,16,0,2011,7
2,6,592,16,0,2008,7
2,6,-992,-1184,90,2015,7
2,6,-992,-1120,90,2015,7
2,6,1424,1264,0,2012,7
2,6,720,848,225,3001,5
2,6,768,768,0,2001,1
2,6,688,768,0,2008,1
2,6,752,896,0,2003,7
2,6,-352,3312,315,3006,1
2,6,240,-608,45,3002,1
2,6,-224,2400,225,3005,4
2,6,-800,-864,180,55,7
2,6,-608,-800,180,55,7
2,6,-352,-992,180,55,7
2,6,224,-288,180,57,7
2,6,-160,-96,180,57,7
2,6,448,-320,180,57,7
2,6,-832,2384,0,24,7
2,6,-992,2464,0,33,7
2,6,-1184,2272,0,33,7
2,6,-128,3104,0,37,7
2,6,368,2624,0,12,7
2,6,768,2864,0,24,7
2,6,1376,2880,0,27,7
2,6,1376,2688,0,27,7
2,6,1152,2528,0,28,7
2,6,1152,3040,0,27,7
2,6,1248,2912,0,33,7
2,6,1248,2656,0,33,7
2,6,1632,2848,0,33,7
2,6,1632,2720,0,33,7
2,6,1248,3136,0,33,7
2,6,1248,2432,0,33,7
2,6,592,1904,0,31,7
2,6,704,1808,0,31,7
2,6,800,1808,0,31,7
2,6,912,1904,0,31,7
2,6,1360,928,0,19,7
2,6,1392,704,0,12,7
2,6,-272,400,0,29,7
2,6,112,1056,0,35,7
2,6,112,1312,0,35,7
2,6,-128,2144,0,2014,7
2,6,-368,1584,0,28,7
2,6,112,1584,0,28,7
2,6,48,608,0,35,7
2,6,624,688,0,24,7
2,6,1888,1472,180,52,6
2,6,-1056,-864,0,36,7
2,6,624,464,90,62,0
2,6,320,448,90,24,7
2,6,1168,880,0,24,7
2,6,1168,528,90,15,7
2,6,1792,0,0,2001,23
2,6,592,496,0,11,23
2,6,896,32,180,11,23
2,6,-640,1120,180,11,23
2,6,576,2784,180,11,23
2,6,-320,-96,270,11,23
2,6,1088,3072,270,9,7
2,6,1088,2496,90,9,7
2,6,1584,-416,0,2005,7
2,6,1024,-240,0,2008,7
2,6,1856,0,0,2008,7
2,6,1568,704,0,2008,7
2,6,992,-128,90,3002,7
2,6,1056,-128,90,3002,7
2,6,992,-192,90,3002,2
2,6,1056,-192,90,3002,2
2,6,1024,-192,90,3003,4
2,6,736,224,90,2049,7
2,6,1632,736,180,3002,2
2,6,1632,672,180,3002,2
2,6,1632,704,180,3003,4
2,6,1024,-128,180,2047,7
2,6,1584,-192,270,2011,15
2,6,1664,176,270,2008,15
2,6,-128,1776,270,2045,15
2,6,-736,-224,0,3002,3
2,6,-736,-288,0,3002,3
2,6,-704,-256,0,2008,7
2,6,-752,-256,0,2010,7
2,6,-608,-224,0,3002,6
2,6,-608,-288,0,3002,6
2,6,-640,-224,0,2011,6
2,6,-640,-288,0,2011,6
2,6,-736,-256,0,3003,4
2,6,-80,-1280,180,3006,6
2,6,-32,-1280,180,3006,6
2,6,16,-1280,180,3006,6
2,6,-464,-1232,45,58,4
2,6,-1232,-464,0,58,7
2,6,-1184,-288,0,2049,7
2,6,-640,-448,0,2008,7
2,6,-704,-448,0,2010,7
2,6,-704,-512,0,2024,7
2,6,-928,-608,270,3001,14
2,6,-512,1120,0,3001,6
2,6,-336,2576,315,3001,7
2,6,144,2640,225,3001,7
2,6,144,2096,135,3001,7
