episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
3,6,0,0,-,-,SP_HOT1,4
3,6,0,0,-,-,SP_HOT1,4
3,6,0,0,-,-,SP_HOT1,4
3,6,0,0,-,-,SP_HOT1,4
3,6,0,0,-,-,SP_HOT1,85
3,6,0,0,-,-,SP_HOT1,4
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,17
3,6,0,0,-,FIREBLU2,-,19
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,40
3,6,0,0,-,STONE,-,41
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,41
3,6,0,0,-,FIREBLU2,-,115
3,6,0,0,-,STONE,-,41
3,6,0,0,-,FIREBLU2,-,115
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,16
3,6,0,0,-,STONE,-,2
3,6,0,0,-,FIREBLU2,-,16
3,6,0,0,-,STONE,-,17
3,6,0,0,-,FIREBLU2,-,19
3,6,0,0,-,STONE,-,35
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,35
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,35
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,34
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,34
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,34
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,34
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,34
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,34
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,35
3,6,0,0,-,FIREBLU2,-,4
3,6,0,0,-,STONE,-,35
3,6,0,0,-,FIREBLU2,-,40
3,6,0,0,-,STONE,-,35
3,6,0,0,-,-,MARBLOD1,4
3,6,0,0,-,-,MARBLOD1,4
3,6,0,0,-,-,MARBLOD1,33
3,6,0,0,-,-,MARBLOD1,32
3,6,0,0,-,-,MARBLOD1,32
3,6,0,0,-,-,MARBLOD1,32
3,6,0,0,-,-,MARBLOD1,33
3,6,0,0,-,-,MARBLOD1,4
3,6,0,32,MARBLE1,MARBLOD1,-,4
3,6,0,0,-,-,-,33
3,6,0,32,MARBLE1,MARBLOD1,-,32
3,6,0,0,-,-,-,33
3,6,0,0,-,-,FIREBLU2,41
3,6,0,0,-,-,FIREBLU2,43
3,6,0,0,-,-,SUPPORT3,44
3,6,0,0,-,-,SUPPORT3,44
3,6,0,0,-,-,FIREBLU2,43
3,6,0,0,-,-,FIREBLU2,41
3,6,0,0,-,-,FIREBLU2,41
3,6,0,0,-,-,FIREBLU2,41
3,6,0,0,-,-,FIREBLU2,115
3,6,0,0,-,-,FIREBLU2,2
3,6,98,0,-,-,FIREBLU2,2
3,6,0,0,-,-,FIREBLU2,2
3,6,0,0,-,-,FIREBLU2,2
3,6,0,0,FIREBLU2,FIREBLU2,-,2
3,6,0,0,-,-,-,61
3,6,0,0,-,-,FIREBLU2,2
3,6,0,0,-,-,FIREBLU2,2
3,6,0,0,FIREBLU2,FIREBLU2,-,2
3,6,0,0,-,-,-,39
3,6,0,0,-,-,FIREBLU2,2
3,6,0,0,-,-,FIREBLU2,40
3,6,0,0,-,-,FIREBLU2,41
3,6,0,0,-,-,FIREBLU2,41
3,6,19,0,BIGDOOR6,SUPPORT3,-,43
3,6,0,0,-,-,-,44
3,6,19,0,BIGDOOR6,SUPPORT3,-,42
3,6,0,0,-,-,-,44
3,6,0,0,-,-,metal,42
3,6,0,0,-,-,doorstop,42
3,6,0,0,-,-,SKINMET2,42
3,6,80,0,-,-,SKINSCAB,42
3,6,0,0,-,-,SKINMET2,42
3,6,0,0,-,-,SKINLOW,48
3,6,0,0,-,-,metal,48
3,6,0,8,SKSPINE2,SKSPINE2,-,48
3,6,0,0,-,-,-,49
3,6,0,0,-,-,metal,48
3,6,0,0,-,-,metal,48
