episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
1,5,0,88,STARTAN3,STARTAN3,-,63
1,5,0,0,BROWN144,BROWN144,-,64
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,120,0,-,-,STARTAN3,65
1,5,96,0,-,-,STARTAN3,66
1,5,72,0,-,-,STARTAN3,67
1,5,48,0,-,-,STARTAN3,68
1,5,24,0,-,-,STARTAN3,77
1,5,0,0,-,-,STARTAN3,78
1,5,0,0,-,-,STARTAN3,65
1,5,24,0,-,-,STARTAN3,66
1,5,48,0,-,-,STARTAN3,67
1,5,72,0,-,-,STARTAN3,68
1,5,96,0,-,-,STARTAN3,77
1,5,120,0,-,-,STARTAN3,78
1,5,0,0,-,STEP2,-,63
1,5,0,0,STARTAN3,-,-,65
1,5,0,0,-,STEP2,-,65
1,5,0,0,-,-,-,66
1,5,0,0,-,STEP2,-,66
1,5,0,0,-,-,-,67
1,5,0,0,-,STEP2,-,67
1,5,0,0,-,-,-,68
1,5,0,0,-,STEP2,-,68
1,5,0,0,-,-,-,77
1,5,0,0,-,STEP2,-,77
1,5,0,0,-,-,-,78
1,5,0,0,-,STEP2,-,78
1,5,0,0,-,-,-,79
1,5,0,0,-,-,STARTAN3,79
1,5,0,0,-,-,STARTAN3,79
1,5,0,0,-,-,STARTAN3,63
1,5,0,0,-,-,STARTAN3,63
1,5,16,0,-,-,METAL1,70
1,5,16,0,-,-,METAL1,70
1,5,0,0,-,-,STONE3,72
1,5,0,0,-,-,STONE3,72
1,5,0,0,-,-,STONE3,75
1,5,0,0,-,-,LITE4,76
1,5,0,0,-,-,STONE3,70
1,5,0,0,-,-,METAL1,76
1,5,0,0,-,-,STONE3,72
1,5,0,0,-,-,STONE3,72
1,5,0,0,-,-,STONE3,140
1,5,0,0,-,-,LITE4,139
1,5,0,0,-,-,STONE3,75
