episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
3,4,128,0,-,-,GSTONE2,37
3,4,64,0,-,-,GSTONE2,39
3,4,128,0,-,-,GSTONE1,1
3,4,0,0,-,-,GSTGARG,18
3,4,0,0,-,-,GSTGARG,18
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,-,-,SUPPORT2,19
3,4,0,0,-,-,DOOR3,19
3,4,0,0,-,-,SUPPORT2,19
3,4,0,0,-,-,GSTONE1,18
3,4,0,0,GSTONE1,GSTONE1,-,18
3,4,0,0,-,-,-,19
3,4,0,0,GSTONE1,GSTONE1,-,18
3,4,0,0,-,-,-,13
3,4,0,0,GSTONE1,STEP2,-,10
3,4,0,0,-,-,-,14
3,4,0,0,GSTONE1,STEP2,-,44
3,4,0,0,-,-,-,13
3,4,0,0,GSTONE1,STEP2,-,14
3,4,0,0,-,-,-,13
3,4,40,0,GSTONE1,-,-,0
3,4,0,0,-,-,-,9
3,4,216,0,-,-,GSTONE1,11
3,4,96,0,-,-,GSTONE1,10
3,4,64,0,GSTONE1,-,-,0
3,4,0,0,-,-,-,12
3,4,128,0,-,-,GSTONE1,10
3,4,172,0,GSTONE1,-,-,0
3,4,0,0,-,-,-,3
3,4,0,0,-,-,SUPPORT3,14
3,4,0,0,-,-,GSTONE1,14
3,4,0,0,-,-,GSTONE1,14
3,4,0,0,-,-,SUPPORT3,14
3,4,0,0,-,-,SUPPORT3,14
3,4,0,0,-,-,GSTONE1,14
3,4,0,0,-,-,GSTONE1,14
3,4,0,0,-,-,SUPPORT3,14
3,4,0,0,-,-,SUPPORT3,44
3,4,0,0,-,-,GSTONE1,44
3,4,0,0,-,-,GSTONE1,44
3,4,0,0,-,-,SUPPORT3,44
3,4,0,0,-,-,SUPPORT3,44
3,4,0,0,-,-,GSTONE1,44
3,4,0,0,-,-,GSTONE1,44
3,4,0,0,-,-,SUPPORT3,44
3,4,0,0,-,-,SP_HOT1,9
3,4,0,0,-,-,SP_HOT1,9
3,4,0,0,-,-,SP_HOT1,12
3,4,0,0,-,-,SP_HOT1,12
3,4,0,0,-,-,SP_HOT1,3
3,4,0,0,-,-,SP_HOT1,2
3,4,0,0,-,-,SUPPORT3,13
3,4,0,0,-,-,GSTONE1,13
3,4,0,0,-,-,GSTONE1,13
3,4,0,0,-,-,SUPPORT3,13
3,4,0,0,SP_HOT1,SP_HOT1,-,0
3,4,0,0,-,-,-,1
3,4,0,0,SP_HOT1,SP_HOT1,-,0
3,4,0,0,-,-,-,10
3,4,173,0,-,-,PIPE2,4
3,4,173,0,-,-,PIPE2,4
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE2,11
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,173,0,-,-,PIPE1,0
3,4,0,0,-,-,GSTONE1,1
3,4,0,0,-,-,GSTSATYR,4
3,4,0,0,-,-,GSTONE1,5
3,4,0,0,-,-,GSTONE1,5
3,4,0,0,-,-,GSTONE1,5
3,4,0,0,GSTONE1,GSTONE1,-,4
3,4,0,0,-,-,-,7
3,4,0,0,GSTONE1,-,-,5
3,4,0,0,-,-,-,8
3,4,4,0,-,-,SUPPORT3,7
3,4,4,0,-,-,SUPPORT3,8
3,4,4,0,-,-,SUPPORT3,8
3,4,4,0,-,-,SUPPORT3,7
3,4,0,0,GSTONE1,-,-,7
3,4,0,0,-,-,-,8
3,4,0,0,-,-,GSTFONT1,39
3,4,0,0,GSTONE2,GSTONE2,-,43
3,4,0,0,-,-,-,44
3,4,0,0,GSTONE1,-,-,38
3,4,0,0,-,-,-,44
3,4,0,0,GSTONE2,GSTONE2,-,37
3,4,0,0,-,-,-,44
3,4,0,0,GSTONE2,GSTONE2,-,38
3,4,0,0,-,-,-,34
3,4,0,0,-,-,GSTONE1,38
3,4,0,0,-,-,GSTONE1,38
3,4,0,0,-,-,GSTONE2,37
3,4,0,0,-,-,GSTONE2,37
3,4,0,0,GSTONE2,GSTONE2,-,39
3,4,0,0,-,-,-,40
3,4,0,0,GSTONE2,GSTONE2,-,39
3,4,0,0,-,-,-,40
3,4,0,0,GSTONE2,GSTONE2,-,39
3,4,0,0,-,-,-,40
3,4,0,0,GSTONE2,GSTONE2,-,39
3,4,0,0,-,-,-,40
3,4,0,0,-,SP_HOT1,-,37
3,4,0,0,-,-,-,38
3,4,0,0,-,SP_HOT1,-,39
3,4,0,0,-,-,-,38
3,4,0,0,-,SP_HOT1,-,37
3,4,0,0,-,-,-,38
3,4,0,0,-,SP_HOT1,-,37
3,4,0,0,-,-,-,38
3,4,0,0,-,SP_HOT1,-,37
3,4,0,0,-,-,-,38
3,4,0,0,ickdoor1,-,-,34
