episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
2,4,0,0,-,-,MARBLE1,20
2,4,8,0,-,-,MARBLE1,20
2,4,114,0,-,-,MARBLE1,20
2,4,122,0,-,-,MARBLE1,20
2,4,122,0,-,-,MARBLE1,20
2,4,108,0,-,-,MARBLE1,20
2,4,15,0,-,-,MARBLE1,20
2,4,23,0,-,-,MARBLE1,20
2,4,127,0,-,-,MARBLE1,20
2,4,0,0,-,-,MARBLE1,20
2,4,8,0,-,-,MARBLE1,20
2,4,116,0,-,-,MARBLE1,20
2,4,52,0,-,-,MARBLE1,20
2,4,52,0,-,-,MARBLE1,20
2,4,49,0,-,-,MARBLE1,20
2,4,20,0,-,-,MARBLE1,20
2,4,55,0,-,-,MARBLE1,20
2,4,90,0,-,-,MARBLE1,20
2,4,10,0,-,-,MARBLE1,20
2,4,58,0,-,-,MARBLE1,20
2,4,93,0,-,-,MARBLE1,20
2,4,96,0,-,-,MARBLE1,20
2,4,96,0,-,-,MARBLE1,20
2,4,99,0,-,-,MARBLE1,20
2,4,0,0,-,-,MARBLE1,20
2,4,0,0,-,-,MARBLE1,20
2,4,74,0,-,-,MARBLE1,20
2,4,10,0,-,-,MARBLE1,20
2,4,4,0,-,-,GRAYVINE,73
2,4,226,0,-,-,GRAYVINE,73
2,4,166,0,-,-,GRAYVINE,73
2,4,0,0,-,-,GRAYVINE,104
2,4,4,0,-,-,GRAYVINE,73
2,4,166,0,-,-,GRAYVINE,73
2,4,102,0,-,-,GRAYVINE,74
2,4,0,0,-,-,GRAYVINE,73
2,4,137,0,-,-,GRAYVINE,73
2,4,83,0,-,-,GRAYVINE,104
2,4,29,0,-,-,GRAYVINE,104
2,4,210,0,-,-,GRAYVINE,104
2,4,27,0,-,-,GRAYVINE,74
2,4,4,0,-,-,GRAYVINE,74
2,4,185,0,-,-,GRAYVINE,74
2,4,131,0,-,-,GRAYVINE,73
2,4,56,0,-,-,GRAYVINE,73
2,4,0,0,GRAYVINE,GRAYVINE,-,66
2,4,74,0,MARBLE1,-,-,20
2,4,0,0,GRAYTALL,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,91
2,4,0,0,GRAYTALL,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,91
2,4,0,0,GRAYTALL,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,91
2,4,0,0,GRAYTALL,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,91
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,0,0,GRAYTALL,GRAYTALL,-,89
2,4,0,0,TEKWALL4,GRAYTALL,-,90
2,4,72,0,-,-,GRAYVINE,100
2,4,170,0,-,-,GRAYVINE,76
2,4,136,0,-,-,GRAYVINE,77
2,4,102,0,-,-,GRAYVINE,78
2,4,68,0,-,-,GRAYVINE,79
2,4,34,0,-,-,GRAYVINE,80
2,4,0,0,-,-,GRAYVINE,81
2,4,16,0,-,-,SW1VINE,101
2,4,138,0,-,-,GRAYVINE,100
2,4,0,0,-,-,GRAYVINE,76
2,4,34,0,-,-,GRAYVINE,77
2,4,68,0,-,-,GRAYVINE,78
2,4,102,0,-,-,GRAYVINE,79
2,4,136,0,-,-,GRAYVINE,80
2,4,170,0,-,-,GRAYVINE,81
2,4,72,0,-,-,GRAYVINE,82
2,4,12,0,-,-,SW1VINE,88
2,4,0,0,-,-,COMP2,91
2,4,0,0,-,-,COMP2,91
2,4,0,0,-,-,COMP2,91
2,4,38,0,-,-,GRAYVINE,83
2,4,4,0,-,-,GRAYVINE,84
2,4,226,0,-,-,GRAYVINE,85
2,4,192,0,-,-,GRAYVINE,86
2,4,158,0,-,-,GRAYVINE,87
2,4,124,0,-,-,GRAYVINE,92
2,4,220,0,-,-,GRAYVINE,93
2,4,0,0,-,-,GRAYVINE,83
2,4,34,0,-,-,GRAYVINE,84
2,4,68,0,-,-,GRAYVINE,85
2,4,102,0,-,-,GRAYVINE,86
2,4,136,0,-,-,GRAYVINE,87
2,4,170,0,-,-,GRAYVINE,92
2,4,16,0,-,-,SW1VINE,93
2,4,186,0,-,-,GRAYVINE,94
2,4,152,0,-,-,GRAYVINE,95
2,4,118,0,-,-,GRAYVINE,96
2,4,84,0,-,-,GRAYVINE,97
2,4,50,0,-,-,GRAYVINE,98
2,4,16,0,-,-,GRAYVINE,99
2,4,56,0,-,-,GRAYVINE,91
2,4,184,0,-,-,GRAYVINE,91
2,4,0,0,-,-,COMP2,91
2,4,0,0,-,-,COMP2,91
2,4,0,0,-,-,COMP2,91
