episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
3,9,0,0,-,-,ASHWALL,16
3,9,0,0,-,-,ASHWALL,16
3,9,0,0,-,-,ASHWALL,16
3,9,0,0,-,-,ASHWALL,16
3,9,0,0,-,-,ASHWALL,16
3,9,0,0,-,-,ASHWALL,16
3,9,0,0,-,-,ASHWALL,16
3,9,0,0,-,-,SW1HOT,18
3,9,0,64,SP_HOT1,SP_HOT1,-,17
3,9,0,0,SP_HOT1,-,-,19
3,9,0,0,-,SW2HOT,-,53
3,9,0,0,-,-,-,57
3,9,0,0,-,-,-,16
3,9,0,0,-,-,-,18
3,9,0,0,-,-,-,16
3,9,0,0,-,-,-,18
3,9,0,0,-,-,-,17
3,9,0,0,-,-,-,18
3,9,0,0,-,-,-,17
3,9,0,0,-,-,-,53
3,9,0,0,-,-,-,16
3,9,0,0,-,-,-,53
3,9,0,0,-,-,-,16
3,9,0,0,-,-,-,53
3,9,0,0,-,-,-,16
3,9,0,0,-,-,-,17
3,9,64,0,-,-,SP_HOT1,19
3,9,240,0,-,-,SP_HOT1,19
3,9,0,0,-,-,doortrak,20
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,doortrak,20
3,9,0,0,BIGDOOR7,-,-,19
3,9,0,0,-,-,-,20
3,9,0,0,BIGDOOR7,-,-,10
3,9,0,0,-,-,-,20
3,9,0,0,-,-,SP_HOT1,10
3,9,64,64,-,-,SP_HOT1,17
3,9,224,64,-,-,SP_HOT1,17
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,SP_HOT1,10
3,9,0,0,-,-,PIPE1,0
3,9,0,0,-,-,PIPE1,0
3,9,0,0,-,-,PIPE1,0
3,9,0,0,-,-,PIPE1,0
3,9,0,0,-,-,PIPE2,12
3,9,0,0,-,-,PIPE1,1
3,9,0,0,-,-,PIPE1,1
3,9,0,0,-,-,PIPE1,1
3,9,0,0,-,-,PIPE1,1
3,9,0,0,-,-,PIPE1,1
3,9,0,0,-,-,PIPE1,1
3,9,0,0,-,-,PIPE1,1
3,9,0,0,-,-,PIPE1,12
3,9,0,0,-,PIPE1,-,21
3,9,0,0,-,-,PIPE2,12
