episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
2,6,0,0,STONE2,-,-,148
2,6,0,0,-,-,-,149
2,6,0,0,-,-,STONE2,148
2,6,0,0,-,-,STONE2,148
2,6,24,0,-,-,support2,153
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,24,0,-,-,support2,153
2,6,0,0,-,-,STONE2,148
2,6,0,0,-,-,STONE2,148
2,6,0,0,-,-,STONE2,148
2,6,0,0,-,-,STONE2,148
2,6,24,0,-,-,support2,143
2,6,0,0,-,-,DOOR3,143
2,6,24,0,-,-,support2,143
2,6,0,0,-,-,STONE2,148
2,6,0,0,STONE2,-,-,148
2,6,0,0,-,-,-,153
2,6,0,0,STONE2,-,-,150
2,6,0,0,-,-,-,153
2,6,0,0,STONE3,-,-,148
2,6,0,0,-,-,-,143
2,6,0,0,-,-,STONE2,150
2,6,0,0,-,-,STONE2,150
2,6,0,16,-,-,STONE2,151
2,6,0,0,-,-,DOORTRAK,152
2,6,0,0,-,-,SP_HOT1,146
2,6,0,0,-,-,SP_HOT1,144
2,6,0,16,-,-,STONE2,151
2,6,0,0,-,-,DOORTRAK,152
2,6,0,0,-,-,SP_HOT1,146
2,6,0,0,-,-,SP_HOT1,144
2,6,0,0,-,-,SW1HOT,144
2,6,0,0,STONE2,STONE2,-,150
2,6,0,0,-,-,-,151
2,6,0,0,BIGDOOR2,-,-,151
2,6,0,0,-,-,-,152
2,6,0,0,BIGDOOR2,-,-,146
2,6,0,0,-,-,-,152
2,6,0,0,SP_HOT1,SP_HOT1,-,144
2,6,0,0,-,-,-,146
2,6,0,0,-,-,SP_HOT1,144
2,6,0,0,-,-,SP_HOT1,145
2,6,0,0,-,-,FIREWALL,145
2,6,0,0,-,-,SP_HOT1,145
2,6,0,0,-,-,SP_HOT1,144
2,6,0,0,-,-,SP_HOT1,147
2,6,0,0,-,-,SP_HOT1,147
2,6,120,0,-,-,FIREWALL,147
2,6,0,96,SP_HOT1,SP_HOT1,-,144
2,6,0,0,-,-,-,147
2,6,0,96,SP_HOT1,SP_HOT1,-,144
2,6,0,0,-,-,-,145
2,6,0,0,-,-,SUPPORT2,149
2,6,0,0,-,-,SUPPORT2,149
2,6,0,0,BROWN144,STEP4,-,142
2,6,0,0,-,-,-,149
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,BROWN144,142
2,6,0,0,-,-,NUKESLAD,55
2,6,0,0,-,-,BROWN144,142
2,6,0,0,BROWN144,-,-,142
2,6,0,0,-,-,-,168
2,6,0,0,-,-,NUKESLAD,55
2,6,0,0,-,-,NUKESLAD,56
2,6,0,0,-,NUKE24,-,62
2,6,0,0,-,-,-,63
2,6,0,0,-,NUKE24,-,62
2,6,0,0,-,-,-,63
2,6,0,0,-,NUKE24,-,62
2,6,0,0,-,-,-,63
2,6,0,0,-,-,NUKESLAD,56
2,6,0,0,-,-,NUKESLAD,56
2,6,0,0,-,-,SLADWALL,63
2,6,0,0,-,-,SLADWALL,63
