episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
3,3,0,0,-,-,SLADSKUL,0
3,3,0,0,-,-,SLADSKUL,0
3,3,0,0,-,-,DOOR3,20
3,3,0,0,-,-,SLADSKUL,0
3,3,0,0,-,-,SLADSKUL,0
3,3,0,0,-,-,SLADWALL,22
3,3,0,0,-,-,SLADWALL,23
3,3,0,0,-,-,SLADWALL,23
3,3,0,0,-,-,SLADWALL,22
3,3,0,0,-,-,SLADSKUL,0
3,3,0,0,-,-,DOOR3,21
3,3,0,0,-,-,DOOR3,2
3,3,0,0,-,-,DOOR3,19
3,3,0,0,SLADWALL,-,-,0
3,3,0,0,SHAWN2,-,-,2
3,3,0,0,SLADWALL,-,-,0
3,3,0,0,SHAWN2,-,-,20
3,3,0,0,SLADWALL,-,-,0
3,3,0,0,SHAWN2,-,-,21
3,3,0,0,SLADWALL,-,-,0
3,3,0,0,SHAWN2,-,-,19
3,3,0,0,SLADWALL,-,-,0
3,3,0,0,SHAWN2,-,-,1
3,3,0,0,SLADWALL,-,-,0
3,3,0,0,SHAWN2,-,-,81
3,3,0,0,-,-,SLADWALL,2
3,3,0,0,-,-,SLADWALL,20
3,3,0,0,-,-,SLADWALL,20
3,3,0,0,-,-,SLADWALL,21
3,3,0,0,-,-,SLADWALL,21
3,3,0,0,-,-,SLADWALL,19
3,3,0,0,-,-,SLADWALL,26
3,3,0,0,-,-,SLADWALL,26
3,3,0,0,SLADWALL,STEP6,-,0
3,3,0,0,SHAWN2,SHAWN2,-,22
3,3,0,0,GRAY5,STEP6,-,22
3,3,0,0,SHAWN2,SHAWN2,-,23
3,3,0,0,GRAY5,STEP6,-,23
3,3,0,0,SHAWN2,SHAWN2,-,26
3,3,0,0,-,-,SLADWALL,0
3,3,0,0,-,-,SLADWALL,0
3,3,0,0,-,-,SLADWALL,0
3,3,0,0,-,-,SLADWALL,0
3,3,24,0,-,-,support3,4
3,3,0,0,-,-,WOOD1,3
3,3,0,0,-,-,WOOD1,3
3,3,0,0,-,-,WOOD1,3
3,3,0,0,-,-,WOOD1,3
3,3,24,0,-,-,support3,4
3,3,24,0,-,-,support3,25
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,24,0,-,-,support3,25
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,WOOD1,3
3,3,0,0,-,-,WOOD1,3
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,-,SHAWN2,24
3,3,0,0,-,CEMENT1,-,71
3,3,0,0,-,STONE,-,80
3,3,0,0,-,STONE,-,71
3,3,0,0,-,-,-,74
3,3,0,0,-,CEMENT1,-,71
