episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
1,6,0,0,-,-,STARG3,125
1,6,0,0,-,-,STARG3,125
1,6,0,0,-,-,STARG3,125
1,6,0,0,STARG3,METAL1,-,125
1,6,0,0,-,STEP1,-,126
1,6,0,0,-,-,STARG3,125
1,6,0,0,-,-,STARG3,125
1,6,0,0,-,-,BROWNGRN,118
1,6,0,0,-,-,BROWNGRN,118
1,6,0,0,-,-,BROWNGRN,150
1,6,0,0,-,-,BROWNGRN,150
1,6,6,0,-,-,SUPPORT2,121
1,6,0,0,BROWNGRN,BROWNGRN,-,120
1,6,0,0,-,-,-,121
1,6,6,0,-,-,SUPPORT2,121
1,6,0,0,-,-,BROWN1,121
1,6,0,0,-,-,BROWN1,121
1,6,6,0,-,-,SUPPORT2,121
1,6,0,0,-,-,BROWNGRN,153
1,6,0,0,-,-,BROWNGRN,119
1,6,0,0,-,-,BROWNGRN,153
1,6,0,0,-,-,BROWNGRN,153
1,6,0,0,-,-,BROWNGRN,119
1,6,0,0,-,-,BROWNGRN,119
1,6,0,0,-,-,BROWNGRN,119
1,6,0,0,-,-,BROWNGRN,118
1,6,0,0,BROWNGRN,BROWNGRN,-,120
1,6,0,0,-,-,-,173
1,6,0,0,-,-,BROWN1,173
1,6,0,0,-,-,BROWN1,123
1,6,0,0,-,-,LITEBLU4,124
1,6,0,0,-,-,LITEBLU4,124
1,6,0,0,-,-,BROWN1,123
1,6,0,0,-,-,LITE4,122
1,6,0,0,-,-,LITE4,122
1,6,0,0,-,-,BROWN1,155
1,6,0,0,-,-,LITEBLU4,156
1,6,0,0,-,-,LITEBLU4,156
1,6,0,0,BROWN1,BROWN1,-,155
1,6,0,0,-,-,-,156
1,6,0,0,SHAWN2,SHAWN2,-,122
1,6,0,0,-,-,-,123
1,6,0,0,-,-,BROWN1,123
1,6,0,0,SHAWN2,SHAWN2,-,122
1,6,0,0,-,-,-,121
1,6,0,0,SHAWN2,SHAWN2,-,122
1,6,0,0,-,-,-,155
1,6,0,0,-,-,BROWN1,122
1,6,0,0,-,STEP1,-,125
1,6,0,0,-,-,-,132
1,6,0,0,-,STEP1,-,132
1,6,0,0,-,-,-,133
1,6,0,0,-,STEP1,-,133
1,6,0,0,-,-,-,134
1,6,0,0,-,STEP1,-,134
1,6,0,0,-,-,-,135
1,6,0,0,-,STEP1,-,125
1,6,0,0,-,-,-,129
