episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
3,5,0,0,-,-,DOOR3,65
3,5,24,0,-,-,SUPPORT3,65
3,5,0,0,-,-,GSTONE1,64
3,5,24,0,-,-,SUPPORT3,65
3,5,0,0,-,-,GSTONE1,64
3,5,0,64,-,-,GSTONE1,63
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,64
3,5,0,0,-,-,GSTONE1,64
3,5,0,64,-,-,GSTONE1,63
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTGARG,31
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,GSTONE1,GSTONE1,-,19
3,5,0,0,-,-,-,32
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTGARG,67
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,GSTONE1,GSTONE1,-,19
3,5,0,0,-,-,-,70
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTGARG,69
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,support3,73
3,5,0,0,-,-,GSTONE1,19
3,5,0,0,-,-,GSTONE1,19
3,5,220,0,-,-,GSTONE1,20
3,5,0,0,-,-,SUPPORT3,21
3,5,0,0,-,-,SP_DUDE1,21
3,5,0,0,-,-,SUPPORT3,21
3,5,0,0,-,-,SUPPORT3,33
3,5,0,0,-,-,SUPPORT3,33
3,5,88,0,-,-,GSTONE1,20
3,5,232,0,-,-,GSTONE1,33
3,5,0,0,-,-,SP_DUDE5,33
3,5,64,0,-,-,GSTONE1,33
3,5,0,0,-,-,SUPPORT3,23
3,5,0,0,-,-,SUPPORT3,23
3,5,0,0,-,-,GSTONE1,14
3,5,0,0,-,-,GSTONE1,14
3,5,24,0,-,-,SUPPORT3,3
3,5,24,0,-,-,SUPPORT3,3
3,5,128,0,-,-,GSTONE1,20
3,5,128,0,-,-,GSTONE1,22
3,5,128,0,-,-,GSTONE1,22
3,5,128,0,-,-,GSTONE1,20
3,5,0,0,-,-,GSTONE1,3
3,5,0,0,GSTONE1,-,-,3
3,5,0,0,-,-,-,4
3,5,48,0,-,-,GSTONE1,3
3,5,0,0,-,-,support3,7
3,5,0,0,-,-,DOORTRAK,8
3,5,0,0,-,-,DOORTRAK,8
3,5,0,0,-,-,support3,7
3,5,0,0,-,-,GSTONE1,3
3,5,0,0,-,-,GSTONE1,3
3,5,0,0,-,-,GSTONE1,3
3,5,0,0,-,-,support3,32
3,5,0,0,-,-,GSTONE1,29
3,5,0,0,-,-,support3,28
3,5,0,0,-,-,GSTONE1,25
3,5,0,0,-,-,GSTONE1,25
3,5,0,0,-,-,GSTONE1,25
3,5,0,0,-,-,GSTONE1,25
3,5,0,0,-,-,GSTONE1,25
3,5,0,0,-,-,support3,34
3,5,0,0,-,-,doortrak,36
3,5,0,0,-,-,doortrak,36
3,5,0,0,-,-,support3,34
3,5,0,0,-,-,GSTONE1,25
3,5,0,0,-,-,GSTONE1,25
3,5,0,0,-,-,support3,135
3,5,0,0,-,-,doortrak,137
3,5,0,0,-,-,support3,136
3,5,0,0,-,-,GSTONE1,134
3,5,0,0,-,-,GSTONE1,134
3,5,0,0,-,-,support3,139
3,5,0,0,-,-,doortrak,140
3,5,0,0,-,-,support3,138
3,5,0,0,-,-,GSTONE1,117
3,5,0,0,-,-,GSTONE1,117
3,5,0,0,-,-,support3,142
