episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
3,7,0,0,-,-,GSTONE1,36
3,7,0,0,-,-,GSTONE1,36
3,7,0,0,-,-,GSTONE1,36
3,7,0,64,-,-,GSTONE1,38
3,7,0,0,-,-,GSTONE1,37
3,7,0,0,-,-,GSTONE1,36
3,7,0,0,-,-,GSTONE1,36
3,7,0,0,-,-,GSTONE1,37
3,7,0,64,-,-,GSTONE1,38
3,7,0,0,-,-,SP_HOT1,32
3,7,0,0,-,-,SP_HOT1,32
3,7,0,0,-,-,SP_HOT1,34
3,7,0,0,-,-,SP_HOT1,24
3,7,0,0,-,-,SP_HOT1,34
3,7,0,0,-,-,SP_HOT1,24
3,7,0,0,-,-,SP_HOT1,24
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,16
3,7,0,0,-,-,SP_HOT1,34
3,7,0,0,-,-,SP_HOT1,34
3,7,0,0,-,-,SP_HOT1,24
3,7,0,0,-,-,GSTONE1,37
3,7,0,64,-,-,GSTONE1,33
3,7,0,0,-,-,GSTONE1,37
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,55
3,7,0,32,-,-,GSTONE1,55
3,7,0,32,-,-,GSTONE1,55
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,SP_HOT1,SP_HOT1,-,34
3,7,0,0,-,-,-,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,0,-,-,GSTONE1,86
3,7,0,64,-,-,GSTONE1,33
3,7,0,0,-,-,GSTONE1,37
3,7,0,0,-,-,GSTONE1,37
3,7,0,0,-,-,GSTONE1,36
3,7,0,0,-,-,GSTONE1,36
3,7,0,0,-,-,GSTONE1,36
3,7,0,0,GSTONE1,GSTONE1,-,32
3,7,0,0,RedWall1,RedWall1,-,33
3,7,0,0,GSTONE1,GSTONE1,-,37
3,7,0,0,RedWall1,RedWall1,-,33
3,7,0,0,GSTONE1,GSTONE1,-,37
3,7,0,0,RedWall1,RedWall1,-,38
3,7,0,0,GSTONE1,GSTONE1,-,36
3,7,0,0,RedWall1,RedWall1,-,38
3,7,0,0,GSTLION,GSTONE1,-,36
3,7,0,0,RedWall1,RedWall1,-,38
3,7,0,0,GSTONE1,GSTONE1,-,36
3,7,0,0,RedWall1,RedWall1,-,38
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,24
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,24
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,34
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,34
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,34
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,24
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,34
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,34
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,24
3,7,0,0,SP_HOT1,SP_HOT1,-,16
3,7,0,0,RedWall1,RedWall1,-,24
3,7,0,0,PIPE1,PIPE1,-,16
3,7,0,0,RedWall1,RedWall1,-,27
3,7,0,0,PIPE1,PIPE1,-,16
3,7,0,0,RedWall1,RedWall1,-,27
