episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
2,8,128,0,-,-,GSTONE1,14
2,8,0,0,-,-,GSTONE1,5
2,8,128,0,-,-,GSTONE1,18
2,8,0,0,SP_DUDE6,-,-,18
2,8,0,0,-,-,-,20
2,8,0,0,-,-,GSTONE1,18
2,8,0,0,-,-,GSTONE1,5
2,8,128,0,-,-,GSTONE1,26
2,8,0,0,SP_DUDE6,-,-,26
2,8,0,0,-,-,-,22
2,8,0,0,-,-,GSTONE1,26
2,8,0,0,-,-,GSTONE1,5
2,8,128,0,-,-,GSTONE1,10
2,8,0,0,SP_DUDE6,-,-,10
2,8,0,0,-,-,-,2
2,8,0,0,-,-,GSTONE1,10
2,8,0,0,-,-,GSTONE1,5
2,8,0,0,-,-,GSTONE1,14
2,8,0,0,SP_DUDE6,-,-,14
2,8,0,0,-,-,-,4
2,8,181,0,-,GSTONE1,-,17
2,8,0,0,-,-,-,18
2,8,181,0,-,GSTONE1,-,25
2,8,0,0,-,-,-,26
2,8,181,0,-,GSTONE1,-,9
2,8,0,0,-,-,-,10
2,8,181,0,-,GSTONE1,-,13
2,8,0,0,-,-,-,14
2,8,0,0,-,SW1EXIT,-,5
2,8,0,0,-,-,-,7
2,8,0,0,-,SW1EXIT,-,5
2,8,0,0,-,-,-,7
2,8,0,0,-,SW1EXIT,-,5
2,8,0,0,-,-,-,7
2,8,0,0,-,SW1EXIT,-,5
2,8,0,0,-,-,-,7
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,9
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,8
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,6
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,6
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,6
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,8
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,9
2,8,0,0,-,REDWALL,-,6
2,8,0,0,-,-,-,8
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,25
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,24
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,23
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,23
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,23
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,24
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,25
2,8,0,0,-,REDWALL,-,24
2,8,0,0,-,-,-,25
2,8,0,0,-,REDWALL,-,23
2,8,0,0,-,-,-,24
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,17
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,16
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,15
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,15
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,15
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,16
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,17
2,8,0,0,-,REDWALL,-,16
2,8,0,0,-,-,-,17
2,8,0,0,-,REDWALL,-,15
2,8,0,0,-,-,-,16
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,13
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,12
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,11
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,11
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,11
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,12
2,8,0,0,-,REDWALL,-,5
2,8,0,0,-,-,-,13
2,8,0,0,-,REDWALL,-,12
2,8,0,0,-,-,-,13
2,8,0,0,-,REDWALL,-,11
