episode,mission,x_offset,y_offset,upper_texture,lower_texture,middle_texture,sector
3,1,0,0,-,-,ASHWALL,31
3,1,0,0,-,-,ASHWALL,31
3,1,0,0,-,-,ASHWALL,31
3,1,0,0,-,-,ASHWALL,31
3,1,0,0,-,-,ASHWALL,31
3,1,0,0,-,-,ASHWALL,31
3,1,0,0,-,-,ASHWALL,31
3,1,0,0,-,-,SW1HOT,34
3,1,0,64,SP_HOT1,sp_hot1,-,32
3,1,0,0,SP_HOT1,-,-,35
3,1,0,0,-,-,SW2HOT,33
3,1,0,0,-,-,-,31
3,1,0,0,-,-,-,34
3,1,0,0,-,-,-,31
3,1,0,0,-,-,-,34
3,1,0,0,-,-,-,32
3,1,0,0,-,-,-,34
3,1,0,0,-,-,-,32
3,1,0,0,-,-,-,33
3,1,0,0,-,-,-,31
3,1,0,0,-,-,-,33
3,1,0,0,-,-,-,31
3,1,0,0,-,-,-,33
3,1,0,0,-,-,-,31
3,1,0,0,-,-,-,32
3,1,64,0,-,-,SP_HOT1,35
3,1,240,0,-,-,SP_HOT1,35
3,1,0,0,-,-,doortrak,36
3,1,0,0,-,-,SP_HOT1,2
3,1,0,0,-,-,SP_HOT1,2
3,1,0,0,-,-,doortrak,36
3,1,0,0,BIGDOOR7,-,-,35
3,1,0,0,-,-,-,36
3,1,0,0,BIGDOOR7,-,-,2
3,1,0,0,-,-,-,36
3,1,0,0,-,-,SP_HOT1,2
3,1,64,64,-,-,SP_HOT1,32
3,1,224,64,-,-,SP_HOT1,32
3,1,0,0,-,-,SP_HOT1,2
3,1,0,0,-,-,SP_HOT1,2
3,1,0,0,-,-,SP_HOT1,2
3,1,0,0,-,-,SP_HOT1,2
3,1,0,0,-,-,SP_HOT1,2
3,1,0,0,-,-,SP_HOT1,3
3,1,0,0,-,-,SP_HOT1,3
3,1,0,0,-,-,PIPE1,7
3,1,0,0,-,-,PIPE1,7
3,1,0,0,-,-,PIPE1,7
3,1,0,0,-,-,PIPE1,7
3,1,0,0,-,-,PIPE2,1
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,1
3,1,0,0,-,PIPE1,-,38
3,1,0,0,-,-,PIPE2,1
3,1,0,0,-,PIPE1,-,18
3,1,0,0,-,-,-,19
3,1,0,0,-,PIPE1,-,17
3,1,0,0,-,-,-,18
3,1,0,0,-,PIPE1,-,16
3,1,0,0,-,-,-,17
3,1,0,0,-,PIPE1,-,15
3,1,0,0,-,-,-,16
3,1,0,0,-,PIPE1,-,0
3,1,0,0,-,-,-,15
3,1,0,0,-,PIPE1,-,7
3,1,0,0,-,-,-,1
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,1
3,1,0,0,-,PIPE1,-,7
3,1,0,0,-,-,-,0
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,0
3,1,0,0,-,PIPE1,-,7
3,1,0,0,-,-,-,15
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,15
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,17
3,1,0,0,-,PIPE1,-,7
3,1,0,0,-,-,-,17
3,1,0,0,-,PIPE1,-,7
3,1,0,0,-,-,-,18
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,18
3,1,0,0,-,PIPE1,-,7
3,1,0,0,-,-,-,19
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,19
3,1,0,0,-,PIPE1,PIPE1,19
3,1,0,0,-,-,-,20
3,1,0,0,-,-,SW1SATYR,20
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,support3,21
3,1,0,0,-,-,doortrak,24
3,1,0,0,-,-,support3,23
3,1,0,0,-,-,ASHWALL,23
3,1,0,0,-,-,support3,23
3,1,0,0,-,-,doortrak,24
3,1,0,0,-,-,support3,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,21
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SW1SATYR,20
3,1,0,0,-,-,SW1SATYR,37
3,1,0,0,-,-,SP_HOT1,37
3,1,0,0,-,-,SP_HOT1,37
3,1,0,0,SP_HOT1,BIGDOOR7,-,37
3,1,0,0,-,step4,-,11
3,1,0,0,-,-,SP_HOT1,37
3,1,0,0,-,-,SP_HOT1,37
3,1,0,0,-,-,SP_HOT1,37
3,1,0,0,-,-,doortrak,11
3,1,16,0,-,-,STONE3,10
3,1,0,0,-,-,SP_ROCK1,8
3,1,0,0,-,-,SP_ROCK1,8
3,1,0,0,-,-,SP_ROCK1,8
3,1,0,0,-,-,SP_ROCK1,8
3,1,0,0,-,-,STONE3,8
3,1,0,0,STONE3,step4,-,9
3,1,0,0,-,-,-,12
3,1,0,0,-,STONE3,-,9
3,1,0,0,-,-,-,10
3,1,0,0,-,-,doortrak,11
3,1,0,0,-,-,SW1GARG,10
3,1,0,0,-,-,STONE3,10
3,1,0,0,-,STONE3,-,8
3,1,0,0,-,-,-,9
3,1,0,0,-,STONE3,-,8
3,1,0,0,-,-,-,9
3,1,0,0,STONE3,BIGDOOR7,-,10
3,1,0,0,-,-,-,11
3,1,0,0,-,-,STONE3,10
3,1,0,0,-,PIPE1,-,0
3,1,0,0,-,-,-,1
3,1,0,0,-,-,support3,12
3,1,0,0,WOODGARG,step4,-,12
3,1,0,0,-,-,-,13
3,1,0,0,-,-,support3,12
3,1,0,0,-,-,doortrak,13
3,1,0,0,-,-,doortrak,13
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,WOODGARG,-,-,4
3,1,0,0,-,stone,-,13
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,STONE3,4
3,1,0,0,WOODGARG,-,-,21
3,1,0,0,-,-,-,24
3,1,0,0,WOODGARG,-,-,23
3,1,0,0,-,-,-,24
3,1,0,0,-,-,ASHWALL,23
3,1,0,0,ASHWALL,-,-,23
3,1,0,0,-,-,-,26
3,1,0,0,-,-,ASHWALL,23
3,1,64,0,-,-,EXITDOOR,23
3,1,0,0,-,-,doortrak,29
3,1,0,0,-,-,SP_HOT1,27
3,1,0,0,-,-,SP_HOT1,27
3,1,0,0,-,-,SP_HOT1,27
3,1,0,0,-,-,SP_HOT1,27
3,1,0,0,-,-,SP_HOT1,27
3,1,0,0,-,-,SP_HOT1,27
3,1,0,0,-,-,SP_HOT1,27
3,1,0,0,-,-,doortrak,29
3,1,88,0,-,-,EXITDOOR,23
3,1,0,0,-,-,ASHWALL,23
3,1,0,0,-,EXITDOOR,-,23
3,1,0,0,-,-,-,29
3,1,0,0,SP_HOT1,EXITDOOR,-,27
3,1,0,0,-,-,-,29
3,1,0,0,SP_HOT1,-,-,5
3,1,0,0,-,-,-,20
3,1,0,0,METAL,-,-,27
3,1,0,0,-,-,-,28
3,1,0,0,METAL,-,-,27
3,1,0,0,-,-,-,28
3,1,0,0,METAL,-,-,27
3,1,0,0,-,-,-,28
3,1,8,0,-,-,STONE3,10
3,1,0,0,-,-,SW1SATYR,37
3,1,0,0,-,PIPE1,-,7
3,1,0,0,-,-,-,16
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,16
3,1,0,0,METAL,-,-,27
3,1,0,0,-,-,-,28
3,1,0,0,-,-,doortrak,26
3,1,0,0,-,-,ASHWALL,25
3,1,0,0,-,-,ASHWALL,25
3,1,0,0,-,-,ASHWALL,25
3,1,0,0,-,-,doortrak,26
3,1,0,0,ASHWALL,-,-,25
3,1,0,0,-,-,-,26
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,38
3,1,0,0,-,-,PIPE1,38
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,-,PIPE1,14
3,1,0,0,-,PIPE1,-,14
3,1,0,0,-,-,-,38
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,6
3,1,0,0,-,-,SP_HOT1,6
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,-,-,SP_HOT1,5
3,1,0,0,SP_HOT1,-,-,2
3,1,0,0,-,-,-,6
3,1,0,0,SW1GARG,-,-,5
3,1,0,0,-,-,-,6
3,1,0,0,-,-,ASHWALL,23
3,1,0,0,-,-,STONE3,4
3,1,0,0,-,-,doortrak,22
3,1,0,0,-,-,doortrak,22
3,1,0,0,-,-,STONE3,4
3,1,0,0,WOODGARG,-,-,21
3,1,0,0,-,-,-,22
3,1,0,0,WOODGARG,step4,-,4
3,1,0,0,-,-,-,22
3,1,0,0,-,-,STONE3,10
3,1,0,0,-,-,SP_ROCK1,9
3,1,84,0,-,SKSPINE1,-,30
3,1,0,0,SKIN2,-,-,31
3,1,0,0,-,SW1SKIN,-,30
3,1,0,0,SKIN2,-,-,31
3,1,0,0,-,SKSPINE1,-,30
3,1,0,0,SKIN2,-,-,31
3,1,109,0,-,SKSPINE1,-,30
3,1,0,0,SKIN2,-,-,31
3,1,90,0,-,SKSPINE1,-,30
3,1,0,0,SKIN2,-,-,31
3,1,122,0,-,SKSPINE1,-,30
3,1,0,0,SKIN2,-,-,31
3,1,103,0,-,SKSPINE1,-,30
3,1,0,0,SKIN2,-,-,31
3,1,0,0,PIPE2,step3,-,1
3,1,0,0,-,-,-,3
3,1,0,0,PIPE2,step3,-,2
3,1,0,0,-,-,-,3
3,1,0,0,SP_HOT1,-,-,37
3,1,0,0,-,-,-,2
